_id,MISSION,MISSION STATEMENT,GOAL,GOAL STATEMENT,ACTION,ACTION STATEMENT,PROGRAMME,REPORT SUMMARY,Action Formal Stakeholder,Formal Stakeholder,Action Category,Report Category,Action Labels,Report Labels,Insert Datetime
6849979e9b5e602eb0072e2e,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,Agricultural Innovation Mission for Climate (AIM4C) Summit,Dublin City University is actively involved in climate and agriculture research projects under the Ireland – New Zealand Joint Research Initiative.,United Nations Framework Convention On Climate Change,Dublin City University,International Organisation,Research And Regulatory,International organisation 020,Research and Regulatory 028,2025-06-11T15:50:06.111Z
6849979e9b5e602eb0072e2f,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,National ‘Agriculture and Climate Change: Science in Action’ Conference,Dublin City University is actively involved in climate and agriculture research projects under the Ireland – New Zealand Joint Research Initiative.,United Nations Framework Convention On Climate Change,Dublin City University,International Organisation,Research And Regulatory,International organisation 020,Research and Regulatory 028,2025-06-11T15:50:06.111Z
6849979e9b5e602eb0072e30,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,Ireland – New Zealand Joint Research Initiative,Dublin City University is actively involved in climate and agriculture research projects under the Ireland – New Zealand Joint Research Initiative.,United Nations Framework Convention On Climate Change,Dublin City University,International Organisation,Research And Regulatory,International organisation 020,Research and Regulatory 028,2025-06-11T15:50:06.111Z
6849979e9b5e602eb0072e31,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,Agricultural Innovation Mission for Climate (AIM4C) Summit,Actively involved in research projects under the Ireland – New Zealand Joint Research Initiative.,United Nations Framework Convention On Climate Change,Irish Cattle Breeding Federation,International Organisation,Research And Regulatory,International organisation 020,Research and Regulatory 050,2025-06-11T15:50:06.111Z
6849979e9b5e602eb0072e32,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,National ‘Agriculture and Climate Change: Science in Action’ Conference,Actively involved in research projects under the Ireland – New Zealand Joint Research Initiative.,United Nations Framework Convention On Climate Change,Irish Cattle Breeding Federation,International Organisation,Research And Regulatory,International organisation 020,Research and Regulatory 050,2025-06-11T15:50:06.111Z
6849979e9b5e602eb0072e33,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,Ireland – New Zealand Joint Research Initiative,Actively involved in research projects under the Ireland – New Zealand Joint Research Initiative.,United Nations Framework Convention On Climate Change,Irish Cattle Breeding Federation,International Organisation,Research And Regulatory,International organisation 020,Research and Regulatory 050,2025-06-11T15:50:06.111Z
6849979e9b5e602eb0072e34,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,Agricultural Innovation Mission for Climate (AIM4C) Summit,Actively involved in promoting climate-smart agriculture and food systems innovation through the AIM4C initiative.,Intergovernmental Panel On Climate Change,Agricultural Innovation Mission For Climate,Research And Regulatory,Research And Regulatory,Research and Regulatory 048,Research and Regulatory 006,2025-06-11T15:50:06.111Z
6849979e9b5e602eb0072e35,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,National ‘Agriculture and Climate Change: Science in Action’ Conference,Actively involved in promoting climate-smart agriculture and food systems innovation through the AIM4C initiative.,Intergovernmental Panel On Climate Change,Agricultural Innovation Mission For Climate,Research And Regulatory,Research And Regulatory,Research and Regulatory 048,Research and Regulatory 006,2025-06-11T15:50:06.111Z
6849979e9b5e602eb0072e36,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,Ireland – New Zealand Joint Research Initiative,Actively involved in promoting climate-smart agriculture and food systems innovation through the AIM4C initiative.,Intergovernmental Panel On Climate Change,Agricultural Innovation Mission For Climate,Research And Regulatory,Research And Regulatory,Research and Regulatory 048,Research and Regulatory 006,2025-06-11T15:50:06.111Z
6849979e9b5e602eb0072e37,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,Agricultural Innovation Mission for Climate (AIM4C) Summit,Actively involved in the Agricultural Innovation Mission for Climate (AIM4C) as a joint initiative partner.,Intergovernmental Panel On Climate Change,United States Agency For International Development,Research And Regulatory,International Organisation,Research and Regulatory 048,International organisation 023,2025-06-11T15:50:06.111Z
6849979e9b5e602eb0072e38,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,National ‘Agriculture and Climate Change: Science in Action’ Conference,Actively involved in the Agricultural Innovation Mission for Climate (AIM4C) as a joint initiative partner.,Intergovernmental Panel On Climate Change,United States Agency For International Development,Research And Regulatory,International Organisation,Research and Regulatory 048,International organisation 023,2025-06-11T15:50:06.111Z
6849979e9b5e602eb0072e39,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,Ireland – New Zealand Joint Research Initiative,Actively involved in the Agricultural Innovation Mission for Climate (AIM4C) as a joint initiative partner.,Intergovernmental Panel On Climate Change,United States Agency For International Development,Research And Regulatory,International Organisation,Research and Regulatory 048,International organisation 023,2025-06-11T15:50:06.111Z
6849979e9b5e602eb0072e3a,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,Agricultural Innovation Mission for Climate (AIM4C) Summit,Actively involved in the Agricultural Innovation Mission for Climate (AIM4C) as a joint initiative partner.,Intergovernmental Panel On Climate Change,United Arab Emirates,Research And Regulatory,International Organisation,Research and Regulatory 048,International organisation 018,2025-06-11T15:50:06.111Z
6849979e9b5e602eb0072e3b,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,National ‘Agriculture and Climate Change: Science in Action’ Conference,Actively involved in the Agricultural Innovation Mission for Climate (AIM4C) as a joint initiative partner.,Intergovernmental Panel On Climate Change,United Arab Emirates,Research And Regulatory,International Organisation,Research and Regulatory 048,International organisation 018,2025-06-11T15:50:06.111Z
6849979e9b5e602eb0072e3c,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,Ireland – New Zealand Joint Research Initiative,Actively involved in the Agricultural Innovation Mission for Climate (AIM4C) as a joint initiative partner.,Intergovernmental Panel On Climate Change,United Arab Emirates,Research And Regulatory,International Organisation,Research and Regulatory 048,International organisation 018,2025-06-11T15:50:06.111Z
6849979e9b5e602eb0072e3d,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,Agricultural Innovation Mission for Climate (AIM4C) Summit,Sustainable Food Systems Ireland is actively involved in supporting food technology and quality standards through collaboration in the AIM for Climate Innovation Sprint.,Intergovernmental Panel On Climate Change,Sustainable Food Systems Ireland,Research And Regulatory,Research And Regulatory,Research and Regulatory 048,Research and Regulatory 085,2025-06-11T15:50:06.111Z
6849979e9b5e602eb0072e3e,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,National ‘Agriculture and Climate Change: Science in Action’ Conference,Sustainable Food Systems Ireland is actively involved in supporting food technology and quality standards through collaboration in the AIM for Climate Innovation Sprint.,Intergovernmental Panel On Climate Change,Sustainable Food Systems Ireland,Research And Regulatory,Research And Regulatory,Research and Regulatory 048,Research and Regulatory 085,2025-06-11T15:50:06.111Z
6849979e9b5e602eb0072e3f,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,Ireland – New Zealand Joint Research Initiative,Sustainable Food Systems Ireland is actively involved in supporting food technology and quality standards through collaboration in the AIM for Climate Innovation Sprint.,Intergovernmental Panel On Climate Change,Sustainable Food Systems Ireland,Research And Regulatory,Research And Regulatory,Research and Regulatory 048,Research and Regulatory 085,2025-06-11T15:50:06.111Z
6849979e9b5e602eb0072e40,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,Agricultural Innovation Mission for Climate (AIM4C) Summit,Actively involved in funding and supporting research initiatives to reduce greenhouse gas emissions through the Ireland – New Zealand Joint Research Initiative.,Intergovernmental Panel On Climate Change,Ireland – New Zealand Joint Research Initiative,Research And Regulatory,Research And Regulatory,Research and Regulatory 048,Research and Regulatory 049,2025-06-11T15:50:06.111Z
6849979e9b5e602eb0072e41,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,National ‘Agriculture and Climate Change: Science in Action’ Conference,Actively involved in funding and supporting research initiatives to reduce greenhouse gas emissions through the Ireland – New Zealand Joint Research Initiative.,Intergovernmental Panel On Climate Change,Ireland – New Zealand Joint Research Initiative,Research And Regulatory,Research And Regulatory,Research and Regulatory 048,Research and Regulatory 049,2025-06-11T15:50:06.111Z
6849979e9b5e602eb0072e42,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,Ireland – New Zealand Joint Research Initiative,Actively involved in funding and supporting research initiatives to reduce greenhouse gas emissions through the Ireland – New Zealand Joint Research Initiative.,Intergovernmental Panel On Climate Change,Ireland – New Zealand Joint Research Initiative,Research And Regulatory,Research And Regulatory,Research and Regulatory 048,Research and Regulatory 049,2025-06-11T15:50:06.111Z
6849979e9b5e602eb0072e43,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,Agricultural Innovation Mission for Climate (AIM4C) Summit,Actively involved in funding and supporting research initiatives aimed at reducing greenhouse gas emissions through the Ireland – New Zealand Joint Research Initiative.,Intergovernmental Panel On Climate Change,New Zealand’S Ministry For Primary Industries,Research And Regulatory,International Organisation,Research and Regulatory 048,International organisation 016,2025-06-11T15:50:06.111Z
6849979e9b5e602eb0072e44,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,National ‘Agriculture and Climate Change: Science in Action’ Conference,Actively involved in funding and supporting research initiatives aimed at reducing greenhouse gas emissions through the Ireland – New Zealand Joint Research Initiative.,Intergovernmental Panel On Climate Change,New Zealand’S Ministry For Primary Industries,Research And Regulatory,International Organisation,Research and Regulatory 048,International organisation 016,2025-06-11T15:50:06.111Z
6849979e9b5e602eb0072e45,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,Ireland – New Zealand Joint Research Initiative,Actively involved in funding and supporting research initiatives aimed at reducing greenhouse gas emissions through the Ireland – New Zealand Joint Research Initiative.,Intergovernmental Panel On Climate Change,New Zealand’S Ministry For Primary Industries,Research And Regulatory,International Organisation,Research and Regulatory 048,International organisation 016,2025-06-11T15:50:06.111Z
6849979e9b5e602eb0072e46,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,Agricultural Innovation Mission for Climate (AIM4C) Summit,Teagasc is actively involved in climate and agriculture research projects under the Ireland – New Zealand Joint Research Initiative.,Intergovernmental Panel On Climate Change,Teagasc The Agriculture And Food Development Authority,Research And Regulatory,Semi-State Agency,Research and Regulatory 048,Semi-state agency 012,2025-06-11T15:50:06.111Z
6849979e9b5e602eb0072e47,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,National ‘Agriculture and Climate Change: Science in Action’ Conference,Teagasc is actively involved in climate and agriculture research projects under the Ireland – New Zealand Joint Research Initiative.,Intergovernmental Panel On Climate Change,Teagasc The Agriculture And Food Development Authority,Research And Regulatory,Semi-State Agency,Research and Regulatory 048,Semi-state agency 012,2025-06-11T15:50:06.111Z
6849979e9b5e602eb0072e48,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,Ireland – New Zealand Joint Research Initiative,Teagasc is actively involved in climate and agriculture research projects under the Ireland – New Zealand Joint Research Initiative.,Intergovernmental Panel On Climate Change,Teagasc The Agriculture And Food Development Authority,Research And Regulatory,Semi-State Agency,Research and Regulatory 048,Semi-state agency 012,2025-06-11T15:50:06.111Z
6849979e9b5e602eb0072e49,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,Agricultural Innovation Mission for Climate (AIM4C) Summit,University College Cork is actively involved in climate and agriculture research projects under the Ireland – New Zealand Joint Research Initiative.,Intergovernmental Panel On Climate Change,University College Cork,Research And Regulatory,Research And Regulatory,Research and Regulatory 048,Research and Regulatory 091,2025-06-11T15:50:06.111Z
6849979e9b5e602eb0072e4a,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,National ‘Agriculture and Climate Change: Science in Action’ Conference,University College Cork is actively involved in climate and agriculture research projects under the Ireland – New Zealand Joint Research Initiative.,Intergovernmental Panel On Climate Change,University College Cork,Research And Regulatory,Research And Regulatory,Research and Regulatory 048,Research and Regulatory 091,2025-06-11T15:50:06.111Z
6849979e9b5e602eb0072e4b,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,Ireland – New Zealand Joint Research Initiative,University College Cork is actively involved in climate and agriculture research projects under the Ireland – New Zealand Joint Research Initiative.,Intergovernmental Panel On Climate Change,University College Cork,Research And Regulatory,Research And Regulatory,Research and Regulatory 048,Research and Regulatory 091,2025-06-11T15:50:06.111Z
6849979e9b5e602eb0072e4c,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,Agricultural Innovation Mission for Climate (AIM4C) Summit,Actively involved in climate-related research and funding initiatives.,Intergovernmental Panel On Climate Change,University College Dublin,Research And Regulatory,Research And Regulatory,Research and Regulatory 048,Research and Regulatory 092,2025-06-11T15:50:06.111Z
6849979e9b5e602eb0072e4d,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,National ‘Agriculture and Climate Change: Science in Action’ Conference,Actively involved in climate-related research and funding initiatives.,Intergovernmental Panel On Climate Change,University College Dublin,Research And Regulatory,Research And Regulatory,Research and Regulatory 048,Research and Regulatory 092,2025-06-11T15:50:06.111Z
6849979e9b5e602eb0072e4e,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,Ireland – New Zealand Joint Research Initiative,Actively involved in climate-related research and funding initiatives.,Intergovernmental Panel On Climate Change,University College Dublin,Research And Regulatory,Research And Regulatory,Research and Regulatory 048,Research and Regulatory 092,2025-06-11T15:50:06.111Z
6849979e9b5e602eb0072e4f,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,Agricultural Innovation Mission for Climate (AIM4C) Summit,Trinity College Dublin is actively involved in climate and agriculture research projects under the Ireland – New Zealand Joint Research Initiative.,Intergovernmental Panel On Climate Change,Trinity College Dublin,Research And Regulatory,Research And Regulatory,Research and Regulatory 048,Research and Regulatory 089,2025-06-11T15:50:06.111Z
6849979e9b5e602eb0072e50,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,National ‘Agriculture and Climate Change: Science in Action’ Conference,Trinity College Dublin is actively involved in climate and agriculture research projects under the Ireland – New Zealand Joint Research Initiative.,Intergovernmental Panel On Climate Change,Trinity College Dublin,Research And Regulatory,Research And Regulatory,Research and Regulatory 048,Research and Regulatory 089,2025-06-11T15:50:06.111Z
6849979e9b5e602eb0072e51,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,Ireland – New Zealand Joint Research Initiative,Trinity College Dublin is actively involved in climate and agriculture research projects under the Ireland – New Zealand Joint Research Initiative.,Intergovernmental Panel On Climate Change,Trinity College Dublin,Research And Regulatory,Research And Regulatory,Research and Regulatory 048,Research and Regulatory 089,2025-06-11T15:50:06.111Z
6849979e9b5e602eb0072e52,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,Agricultural Innovation Mission for Climate (AIM4C) Summit,Dublin City University is actively involved in climate and agriculture research projects under the Ireland – New Zealand Joint Research Initiative.,Intergovernmental Panel On Climate Change,Dublin City University,Research And Regulatory,Research And Regulatory,Research and Regulatory 048,Research and Regulatory 028,2025-06-11T15:50:06.111Z
6849979e9b5e602eb0072e53,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,National ‘Agriculture and Climate Change: Science in Action’ Conference,Dublin City University is actively involved in climate and agriculture research projects under the Ireland – New Zealand Joint Research Initiative.,Intergovernmental Panel On Climate Change,Dublin City University,Research And Regulatory,Research And Regulatory,Research and Regulatory 048,Research and Regulatory 028,2025-06-11T15:50:06.111Z
