_id,MISSION,MISSION STATEMENT,GOAL,GOAL STATEMENT,ACTION,ACTION STATEMENT,Stakeholder,Category,Labels,norm,topic,source,Insert Datetime
685d9f1857f9330c86277abe,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 4,Roll out ‘Carbon Farming’.,SignPost Farm Programme,Semi-state agency,Semi-state agency 010,semistateagency010,carbon,Food Vision Action,2025-06-26T20:27:20.614Z
685d9f1857f9330c86277abf,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 7,"Scale up renewable energy (RE)  sources, especially anaerobic digestion,  biorefining and biomass supply, and  solar PV; focus on energy efficiency;  and examine potential barriers to the  roll-out of RE at farm level, including  necessary support for microgeneration  and access to the grid.",Ag Climatise,"Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine 002","departmentofagriculture,foodandthemarine002",carbon,Food Vision Action,2025-06-26T20:27:20.614Z
685d9f1857f9330c86277ac0,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 7,"Scale up renewable energy (RE)  sources, especially anaerobic digestion,  biorefining and biomass supply, and  solar PV; focus on energy efficiency;  and examine potential barriers to the  roll-out of RE at farm level, including  necessary support for microgeneration  and access to the grid.",Citizens,Civil Society,Civil Society 001,civilsociety001,carbon,Food Vision Action,2025-06-26T20:27:20.614Z
685d9f1857f9330c86277ac1,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 7,"Scale up renewable energy (RE)  sources, especially anaerobic digestion,  biorefining and biomass supply, and  solar PV; focus on energy efficiency;  and examine potential barriers to the  roll-out of RE at farm level, including  necessary support for microgeneration  and access to the grid.",Farmers,Producers,Producers 008,producers008,carbon,Food Vision Action,2025-06-26T20:27:20.614Z
685d9f1857f9330c86277ac2,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 7,"Scale up renewable energy (RE)  sources, especially anaerobic digestion,  biorefining and biomass supply, and  solar PV; focus on energy efficiency;  and examine potential barriers to the  roll-out of RE at farm level, including  necessary support for microgeneration  and access to the grid.",Agri-food Businesses,Processors,Processors 002,processors002,carbon,Food Vision Action,2025-06-26T20:27:20.614Z
685d9f1857f9330c86277ac3,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 7,"Scale up renewable energy (RE)  sources, especially anaerobic digestion,  biorefining and biomass supply, and  solar PV; focus on energy efficiency;  and examine potential barriers to the  roll-out of RE at farm level, including  necessary support for microgeneration  and access to the grid.",Climate Action Plan 2019,"Department of Environment, Climate and Communications","Department of Environment, Climate and Communications 002","departmentofenvironment,climateandcommunications002",carbon,Food Vision Action,2025-06-26T20:27:20.614Z
685d9f1857f9330c86277ac4,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 8,The food and beverage industry will  continue to drive down GHG emissions  and develop zero waste approaches.,Bord Bia The Irish Food Board,"Branding, Marketing and Distribution","Branding, Marketing and Distribution 001","branding,marketinganddistribution001",carbon,Food Vision Action,2025-06-26T20:27:20.614Z
685d9f1857f9330c86277ac5,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 8,The food and beverage industry will  continue to drive down GHG emissions  and develop zero waste approaches.,Bord Iascaigh Mhara,Semi-State Agency,Semi-State Agency 002,semistateagency002,carbon,Food Vision Action,2025-06-26T20:27:20.614Z
685d9f1857f9330c86277ac6,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 8,The food and beverage industry will  continue to drive down GHG emissions  and develop zero waste approaches.,Enterprise Ireland,"Department of Business, Employment and Retail","Department of Business, Employment and Retail 003","departmentofbusiness,employmentandretail003",carbon,Food Vision Action,2025-06-26T20:27:20.614Z
685d9f1857f9330c86277ac7,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 8,The food and beverage industry will  continue to drive down GHG emissions  and develop zero waste approaches.,Environmental Protection Agency,State Agencies ,State Agencies  001,stateagencies001,carbon,Food Vision Action,2025-06-26T20:27:20.614Z
685d9f1857f9330c86277ac8,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 8,The food and beverage industry will  continue to drive down GHG emissions  and develop zero waste approaches.,Sustainable Energy Authority of Ireland,Semi-state agency ,Semi-state agency  011,semistateagency011,carbon,Food Vision Action,2025-06-26T20:27:20.614Z
685d9f1857f9330c86277ac9,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 8,The food and beverage industry will  continue to drive down GHG emissions  and develop zero waste approaches.,Farmers,Producers,Producers 008,producers008,carbon,Food Vision Action,2025-06-26T20:27:20.614Z
685d9f1857f9330c86277aca,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 2,Restore and Enhance Biodiversity,MISSION 1 GOAL 2 ACTION 8,"Ensure that farms and forests do not  contribute to habitat destruction and  isolation, and also protect features  of cultural heritage and traditional  landscapes.",Environmental Protection Agency,State Agencies ,State Agencies  001,stateagencies001,carbon,Food Vision Action,2025-06-26T20:27:20.614Z
685d9f1857f9330c86277acb,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 2,Restore and Enhance Biodiversity,MISSION 1 GOAL 2 ACTION 8,"Ensure that farms and forests do not  contribute to habitat destruction and  isolation, and also protect features  of cultural heritage and traditional  landscapes.","Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine 004","departmentofagriculture,foodandthemarine004",carbon,Food Vision Action,2025-06-26T20:27:20.614Z
685d9f1857f9330c86277acc,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 2,Restore and Enhance Biodiversity,MISSION 1 GOAL 2 ACTION 8,"Ensure that farms and forests do not  contribute to habitat destruction and  isolation, and also protect features  of cultural heritage and traditional  landscapes.","Department of Environment, Climate and Communications","Department of Environment, Climate and Communications","Department of Environment, Climate and Communications 004","departmentofenvironment,climateandcommunications004",carbon,Food Vision Action,2025-06-26T20:27:20.614Z
685d9f1857f9330c86277acd,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 2,Restore and Enhance Biodiversity,MISSION 1 GOAL 2 ACTION 8,"Ensure that farms and forests do not  contribute to habitat destruction and  isolation, and also protect features  of cultural heritage and traditional  landscapes.",Habitats Directive,"Department of Environment, Climate and Communications","Department of Environment, Climate and Communications 005","departmentofenvironment,climateandcommunications005",carbon,Food Vision Action,2025-06-26T20:27:20.614Z
685d9f1857f9330c86277ace,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 2,Restore and Enhance Biodiversity,MISSION 1 GOAL 2 ACTION 8,"Ensure that farms and forests do not  contribute to habitat destruction and  isolation, and also protect features  of cultural heritage and traditional  landscapes.",Birds Directive,"Department of Environment, Climate and Communications","Department of Environment, Climate and Communications 001","departmentofenvironment,climateandcommunications001",carbon,Food Vision Action,2025-06-26T20:27:20.614Z
685d9f1857f9330c86277acf,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 3,"Protect High Status Sites and Contribute to the Protection and Restoration of Good Water Quality and Healthy Aquatic Ecosystems, as set out in the Water Framework Directive",MISSION 1 GOAL 3 ACTION 5,"Launch a National Soil Sampling and  Analysis Programme to develop a  baseline of information in relation  to nutrient cycling and carbon  sequestration functions in soils and  develop a National Soils Strategy that  will assess all appropriate soil health  parameters and will inform future  policies on good soil management  practices, including at a regional level.",Farmers,Producers,Producers 008,producers008,carbon,Food Vision Action,2025-06-26T20:27:20.614Z
685d9f1857f9330c86277ad0,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 3,"Protect High Status Sites and Contribute to the Protection and Restoration of Good Water Quality and Healthy Aquatic Ecosystems, as set out in the Water Framework Directive",MISSION 1 GOAL 3 ACTION 5,"Launch a National Soil Sampling and  Analysis Programme to develop a  baseline of information in relation  to nutrient cycling and carbon  sequestration functions in soils and  develop a National Soils Strategy that  will assess all appropriate soil health  parameters and will inform future  policies on good soil management  practices, including at a regional level.","Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine 004","departmentofagriculture,foodandthemarine004",carbon,Food Vision Action,2025-06-26T20:27:20.614Z
685d9f1857f9330c86277ad1,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 3,"Protect High Status Sites and Contribute to the Protection and Restoration of Good Water Quality and Healthy Aquatic Ecosystems, as set out in the Water Framework Directive",MISSION 1 GOAL 3 ACTION 5,"Launch a National Soil Sampling and  Analysis Programme to develop a  baseline of information in relation  to nutrient cycling and carbon  sequestration functions in soils and  develop a National Soils Strategy that  will assess all appropriate soil health  parameters and will inform future  policies on good soil management  practices, including at a regional level.","Department of Environment, Climate and Communications","Department of Environment, Climate and Communications","Department of Environment, Climate and Communications 004","departmentofenvironment,climateandcommunications004",carbon,Food Vision Action,2025-06-26T20:27:20.614Z
685d9f1857f9330c86277ad2,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 6,"Embed the Agri-Food Sector in the Circular, Regenerative Bioeconomy",MISSION 1 GOAL 6 ACTION 1,"Develop new bio-based value chains  based on Ireland’s comparative advantage  in the production of grass, legumes and  other perennial species.",Local Community Development Committees,State Agencies and Local Authorities,State Agencies and Local Authorities 006,stateagenciesandlocalauthorities006,carbon,Food Vision Action,2025-06-26T20:27:20.614Z
685d9f1857f9330c86277ad3,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 6,"Embed the Agri-Food Sector in the Circular, Regenerative Bioeconomy",MISSION 1 GOAL 6 ACTION 1,"Develop new bio-based value chains  based on Ireland’s comparative advantage  in the production of grass, legumes and  other perennial species.",Farmers,Producers,Producers 008,producers008,carbon,Food Vision Action,2025-06-26T20:27:20.614Z
685d9f1857f9330c86277ad4,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 6,"Embed the Agri-Food Sector in the Circular, Regenerative Bioeconomy",MISSION 1 GOAL 6 ACTION 1,"Develop new bio-based value chains  based on Ireland’s comparative advantage  in the production of grass, legumes and  other perennial species.",BiOrbic SFI Bioeconomy Research Centre,Research and Regulatory,Research and Regulatory 018,researchandregulatory018,carbon,Food Vision Action,2025-06-26T20:27:20.614Z
685d9f1857f9330c86277ad5,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 6,"Embed the Agri-Food Sector in the Circular, Regenerative Bioeconomy",MISSION 1 GOAL 6 ACTION 1,"Develop new bio-based value chains  based on Ireland’s comparative advantage  in the production of grass, legumes and  other perennial species.",Irish Farmers' Association,Trade Association,Trade Association 013,tradeassociation013,carbon,Food Vision Action,2025-06-26T20:27:20.614Z
685d9f1857f9330c86277ad6,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 6,"Embed the Agri-Food Sector in the Circular, Regenerative Bioeconomy",MISSION 1 GOAL 6 ACTION 1,"Develop new bio-based value chains  based on Ireland’s comparative advantage  in the production of grass, legumes and  other perennial species.",Forest Industries Ireland,Semi-State Agency,Semi-State Agency 006,semistateagency006,carbon,Food Vision Action,2025-06-26T20:27:20.614Z
685d9f1857f9330c86277ad7,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 6,"Embed the Agri-Food Sector in the Circular, Regenerative Bioeconomy",MISSION 1 GOAL 6 ACTION 1,"Develop new bio-based value chains  based on Ireland’s comparative advantage  in the production of grass, legumes and  other perennial species.",Aquaculture Stewardship Council,NGO,NGO 003,ngo003,carbon,Food Vision Action,2025-06-26T20:27:20.614Z
685d9f1857f9330c86277ad8,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 6,"Embed the Agri-Food Sector in the Circular, Regenerative Bioeconomy",MISSION 1 GOAL 6 ACTION 2,"Scale up resource-efficient, circular and  low carbon solutions based on principles  of renewable energy, cascading and  circular use of sustainable biological  resources.",Microbiome-Based Solutions,Research and Regulatory,Research and Regulatory 056,researchandregulatory056,carbon,Food Vision Action,2025-06-26T20:27:20.614Z
685d9f1857f9330c86277ad9,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 6,"Embed the Agri-Food Sector in the Circular, Regenerative Bioeconomy",MISSION 1 GOAL 6 ACTION 2,"Scale up resource-efficient, circular and  low carbon solutions based on principles  of renewable energy, cascading and  circular use of sustainable biological  resources.",Smart Protein-Based Solutions,Research and Regulatory,Research and Regulatory 078,researchandregulatory078,carbon,Food Vision Action,2025-06-26T20:27:20.614Z
685d9f1857f9330c86277ada,MISSION 0,MONITORING AND IMPLEMENTATION FRAMEWORK,MISSION 0 GOAL 0,Working In Partnership,MISSION 0 GOAL 0 ACTION 5,"Multiple sources of finance and funding  (including climate finance) will be  required, both from the public and  private sector.",Common Agricultural Policy,European Union (EU),European Union (EU) 001,europeanunion(eu)001,carbon,Food Vision Action,2025-06-26T20:27:20.614Z
685d9f1857f9330c86277adb,MISSION 0,MONITORING AND IMPLEMENTATION FRAMEWORK,MISSION 0 GOAL 0,Working In Partnership,MISSION 0 GOAL 0 ACTION 5,"Multiple sources of finance and funding  (including climate finance) will be  required, both from the public and  private sector.",Common Fisheries Policy,European Union (EU),European Union (EU) 002,europeanunion(eu)002,carbon,Food Vision Action,2025-06-26T20:27:20.614Z
685d9f1857f9330c86277adc,MISSION 0,MONITORING AND IMPLEMENTATION FRAMEWORK,MISSION 0 GOAL 0,Working In Partnership,MISSION 0 GOAL 0 ACTION 5,"Multiple sources of finance and funding  (including climate finance) will be  required, both from the public and  private sector.",National Treasury Management Agency,Telecommunications and Financial Services,Telecommunications and Financial Services 009,telecommunicationsandfinancialservices009,carbon,Food Vision Action,2025-06-26T20:27:20.614Z
685d9f1857f9330c86277add,MISSION 0,MONITORING AND IMPLEMENTATION FRAMEWORK,MISSION 0 GOAL 0,Working In Partnership,MISSION 0 GOAL 0 ACTION 5,"Multiple sources of finance and funding  (including climate finance) will be  required, both from the public and  private sector.",Ireland Strategic Investment Fund,Telecommunications and Financial Services,Telecommunications and Financial Services 007,telecommunicationsandfinancialservices007,carbon,Food Vision Action,2025-06-26T20:27:20.614Z
685d9f1857f9330c86277ade,MISSION 0,MONITORING AND IMPLEMENTATION FRAMEWORK,MISSION 0 GOAL 0,Working In Partnership,MISSION 0 GOAL 0 ACTION 5,"Multiple sources of finance and funding  (including climate finance) will be  required, both from the public and  private sector.",Strategic Banking Corporation of Ireland,Telecommunications and Financial Services,Telecommunications and Financial Services 010,telecommunicationsandfinancialservices010,carbon,Food Vision Action,2025-06-26T20:27:20.614Z
685d9f1857f9330c86277adf,MISSION 0,MONITORING AND IMPLEMENTATION FRAMEWORK,MISSION 0 GOAL 0,Dialogue and Partnership,MISSION 0 GOAL 0 ACTION 9,"Build on the experience of the national  dialogues, held in 2021 as part of  Irelands preparations for the UN Food  Systems Summit, by continuing the  culture of dialogue and stakeholder  engagement, which is an important  component of a food systems  approach.",Bord Bia The Irish Food Board,"Branding, Marketing and Distribution","Branding, Marketing and Distribution 001","branding,marketinganddistribution001",carbon,Food Vision Action,2025-06-26T20:27:20.614Z
685d9f1857f9330c86277ae0,MISSION 0,MONITORING AND IMPLEMENTATION FRAMEWORK,MISSION 0 GOAL 0,Dialogue and Partnership,MISSION 0 GOAL 0 ACTION 9,"Build on the experience of the national  dialogues, held in 2021 as part of  Irelands preparations for the UN Food  Systems Summit, by continuing the  culture of dialogue and stakeholder  engagement, which is an important  component of a food systems  approach.",National Parks and Wildlife Service,"Department of Housing, Local Government and Heritage","Department of Housing, Local Government and Heritage 003","departmentofhousing,localgovernmentandheritage003",carbon,Food Vision Action,2025-06-26T20:27:20.614Z
685d9f1857f9330c86277ae1,MISSION 0,MONITORING AND IMPLEMENTATION FRAMEWORK,MISSION 0 GOAL 0,Dialogue and Partnership,MISSION 0 GOAL 0 ACTION 9,"Build on the experience of the national  dialogues, held in 2021 as part of  Irelands preparations for the UN Food  Systems Summit, by continuing the  culture of dialogue and stakeholder  engagement, which is an important  component of a food systems  approach.",Irish Farmers' Association,Trade Association,Trade Association 013,tradeassociation013,carbon,Food Vision Action,2025-06-26T20:27:20.614Z
685d9f1857f9330c86277ae2,MISSION 0,MONITORING AND IMPLEMENTATION FRAMEWORK,MISSION 0 GOAL 0,Dialogue and Partnership,MISSION 0 GOAL 0 ACTION 9,"Build on the experience of the national  dialogues, held in 2021 as part of  Irelands preparations for the UN Food  Systems Summit, by continuing the  culture of dialogue and stakeholder  engagement, which is an important  component of a food systems  approach.",Irish Creamery Milk Suppliers Association,Trade Association,Trade Association 011,tradeassociation011,carbon,Food Vision Action,2025-06-26T20:27:20.614Z
685d9f1857f9330c86277ae3,MISSION 0,MONITORING AND IMPLEMENTATION FRAMEWORK,MISSION 0 GOAL 0,Dialogue and Partnership,MISSION 0 GOAL 0 ACTION 9,"Build on the experience of the national  dialogues, held in 2021 as part of  Irelands preparations for the UN Food  Systems Summit, by continuing the  culture of dialogue and stakeholder  engagement, which is an important  component of a food systems  approach.",National Council of the Irish Cattle and Sheep Farmers’ Association,Trade Association,Trade Association 021,tradeassociation021,carbon,Food Vision Action,2025-06-26T20:27:20.614Z
685d9f1857f9330c86277ae4,MISSION 0,MONITORING AND IMPLEMENTATION FRAMEWORK,MISSION 0 GOAL 0,Dialogue and Partnership,MISSION 0 GOAL 0 ACTION 9,"Build on the experience of the national  dialogues, held in 2021 as part of  Irelands preparations for the UN Food  Systems Summit, by continuing the  culture of dialogue and stakeholder  engagement, which is an important  component of a food systems  approach.",Irish Natura and Hill Farmers Association,Trade Association,Trade Association 015,tradeassociation015,carbon,Food Vision Action,2025-06-26T20:27:20.614Z
685d9f1857f9330c86277ae5,MISSION 0,MONITORING AND IMPLEMENTATION FRAMEWORK,MISSION 0 GOAL 0,Dialogue and Partnership,MISSION 0 GOAL 0 ACTION 9,"Build on the experience of the national  dialogues, held in 2021 as part of  Irelands preparations for the UN Food  Systems Summit, by continuing the  culture of dialogue and stakeholder  engagement, which is an important  component of a food systems  approach.",Bord Iascaigh Mhara,Semi-State Agency,Semi-State Agency 002,semistateagency002,carbon,Food Vision Action,2025-06-26T20:27:20.614Z
685d9f1857f9330c86277ae6,MISSION 0,MONITORING AND IMPLEMENTATION FRAMEWORK,MISSION 0 GOAL 0,Dialogue and Partnership,MISSION 0 GOAL 0 ACTION 9,"Build on the experience of the national  dialogues, held in 2021 as part of  Irelands preparations for the UN Food  Systems Summit, by continuing the  culture of dialogue and stakeholder  engagement, which is an important  component of a food systems  approach.",Food Safety Authority of Ireland,Research and Regulatory,Research and Regulatory 037,researchandregulatory037,carbon,Food Vision Action,2025-06-26T20:27:20.614Z
685d9f1857f9330c86277ae7,MISSION 0,MONITORING AND IMPLEMENTATION FRAMEWORK,MISSION 0 GOAL 0,Dialogue and Partnership,MISSION 0 GOAL 0 ACTION 9,"Build on the experience of the national  dialogues, held in 2021 as part of  Irelands preparations for the UN Food  Systems Summit, by continuing the  culture of dialogue and stakeholder  engagement, which is an important  component of a food systems  approach.",Environmental Protection Agency,State Agencies ,State Agencies  001,stateagencies001,carbon,Food Vision Action,2025-06-26T20:27:20.614Z
685d9f1857f9330c86277ae8,MISSION 0,MONITORING AND IMPLEMENTATION FRAMEWORK,MISSION 0 GOAL 0,Dialogue and Partnership,MISSION 0 GOAL 0 ACTION 9,"Build on the experience of the national  dialogues, held in 2021 as part of  Irelands preparations for the UN Food  Systems Summit, by continuing the  culture of dialogue and stakeholder  engagement, which is an important  component of a food systems  approach.",Sustainable Energy Authority of Ireland,Semi-state agency ,Semi-state agency  011,semistateagency011,carbon,Food Vision Action,2025-06-26T20:27:20.614Z
685d9f1857f9330c86277ae9,MISSION 0,MONITORING AND IMPLEMENTATION FRAMEWORK,MISSION 0 GOAL 0,Dialogue and Partnership,MISSION 0 GOAL 0 ACTION 9,"Build on the experience of the national  dialogues, held in 2021 as part of  Irelands preparations for the UN Food  Systems Summit, by continuing the  culture of dialogue and stakeholder  engagement, which is an important  component of a food systems  approach.",Science Foundation Ireland,Research and Regulatory,Research and Regulatory 073,researchandregulatory073,carbon,Food Vision Action,2025-06-26T20:27:20.614Z
685d9f1857f9330c86277aea,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 2,Restore and Enhance Biodiversity,MISSION 1 GOAL 2 ACTION 1,"Build on the ‘Farm Environmental Survey  Pilot’ to establish baselines of biodiversity  habitats, including hedgerows, on every  farm to inform future policy development  and measure progress.",Teagasc The Agriculture and Food Development Authority,Semi-state agency,Semi-state agency 012,semistateagency012,water,Food Vision Action,2025-06-26T20:27:20.614Z
685d9f1857f9330c86277aeb,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 2,Restore and Enhance Biodiversity,MISSION 1 GOAL 2 ACTION 1,"Build on the ‘Farm Environmental Survey  Pilot’ to establish baselines of biodiversity  habitats, including hedgerows, on every  farm to inform future policy development  and measure progress.","Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine 004","departmentofagriculture,foodandthemarine004",water,Food Vision Action,2025-06-26T20:27:20.614Z
685d9f1857f9330c86277aec,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 2,Restore and Enhance Biodiversity,MISSION 1 GOAL 2 ACTION 1,"Build on the ‘Farm Environmental Survey  Pilot’ to establish baselines of biodiversity  habitats, including hedgerows, on every  farm to inform future policy development  and measure progress.",Farmers,Producers,Producers 008,producers008,water,Food Vision Action,2025-06-26T20:27:20.614Z
685d9f1857f9330c86277aed,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 2,Restore and Enhance Biodiversity,MISSION 1 GOAL 2 ACTION 1,"Build on the ‘Farm Environmental Survey  Pilot’ to establish baselines of biodiversity  habitats, including hedgerows, on every  farm to inform future policy development  and measure progress.",Agri-Environment Advisors,Inputs,Inputs 005,inputs005,water,Food Vision Action,2025-06-26T20:27:20.614Z
685d9f1857f9330c86277aee,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 2,Restore and Enhance Biodiversity,MISSION 1 GOAL 2 ACTION 1,"Build on the ‘Farm Environmental Survey  Pilot’ to establish baselines of biodiversity  habitats, including hedgerows, on every  farm to inform future policy development  and measure progress.",Agricultural Workers,Inputs,Inputs 004,inputs004,water,Food Vision Action,2025-06-26T20:27:20.614Z
685d9f1857f9330c86277aef,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 3,"Protect High Status Sites and Contribute to the Protection and Restoration of Good Water Quality and Healthy Aquatic Ecosystems, as set out in the Water Framework Directive",MISSION 1 GOAL 3 ACTION 3,"Reduce the risk of agricultural use of  pesticides impacting water, particularly  drinking water, in terms of safety and  the health of the aquatic environment.",Farmers,Producers,Producers 008,producers008,water,Food Vision Action,2025-06-26T20:27:20.614Z
685d9f1857f9330c86277af0,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 3,"Protect High Status Sites and Contribute to the Protection and Restoration of Good Water Quality and Healthy Aquatic Ecosystems, as set out in the Water Framework Directive",MISSION 1 GOAL 3 ACTION 3,"Reduce the risk of agricultural use of  pesticides impacting water, particularly  drinking water, in terms of safety and  the health of the aquatic environment.",Agricultural Producers,Producers,Producers 002,producers002,water,Food Vision Action,2025-06-26T20:27:20.614Z
685d9f1857f9330c86277af1,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 4,"Develop Diverse, Multi-Functional Forests",MISSION 1 GOAL 4 ACTION 3,Place farmers at the centre of a new and  improved afforestation scheme.,Farmers,Producers,Producers 008,producers008,water,Food Vision Action,2025-06-26T20:27:20.614Z
685d9f1857f9330c86277af2,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 4,"Develop Diverse, Multi-Functional Forests",MISSION 1 GOAL 4 ACTION 3,Place farmers at the centre of a new and  improved afforestation scheme.,Public Participation Networks,State Agencies and Local Authorities,State Agencies and Local Authorities 013,stateagenciesandlocalauthorities013,water,Food Vision Action,2025-06-26T20:27:20.614Z
