_id,Speaker,Topic Thoughts,Sentiment,Organization,Designation,Category,Labels,norm,topic,source,Insert Datetime
685e954d57f9330c86279cdd,Senator Alice-Mary Higgins,"The speaker expresses concern that the current approach to carbon emissions, particularly regarding natural gas and methane, may not effectively contribute to long-term climate goals and could potentially shorten the timeframe for addressing climate change.",Oppose,Seanad Eireann,Senator,Seanad Eireann,Seanad Eireann 001,seanadeireann001,carbon,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c86279cde,Senator Alice-Mary Higgins,"The speaker expresses concern that the current approach to carbon emissions, particularly regarding natural gas and methane, may not effectively contribute to long-term climate goals and could potentially shorten the timeframe for addressing climate change.",Oppose,Seanad Eireann,Senator,Seanad Eireann,Seanad Eireann 001,seanadeireann001,carbon,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c86279cdf,Senator Alice-Mary Higgins,The speaker expresses concern that prioritizing natural gas and LNG imports may conflict with the goal of reducing emissions.,Oppose,Seanad Eireann,Senator,Seanad Eireann,Seanad Eireann 001,seanadeireann001,carbon,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c86279ce0,Senator Alice-Mary Higgins,The speaker expresses concern that prioritizing natural gas and LNG imports may conflict with the goal of reducing emissions.,Oppose,Seanad Eireann,Senator,Seanad Eireann,Seanad Eireann 001,seanadeireann001,carbon,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c86279ce1,Mr. John Spink,The speaker acknowledges the significant amount of carbon stored in Irish soils and the complexities of land use changes affecting carbon emissions.,Neutral,Teagasc The Agriculture and Food Development Authority,"Head of Environment, Crops and Land Use Department",Semi-state agency,Semi-state agency 012,semistateagency012,carbon,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c86279ce2,Mr. John Spink,The speaker acknowledges the significant carbon storage in Irish soils and the complexities of land use changes affecting carbon emissions.,Neutral,Teagasc The Agriculture and Food Development Authority,"Head of Environment, Crops and Land Use Department",Semi-state agency,Semi-state agency 012,semistateagency012,carbon,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c86279ce3,Mr. Bill Callanan,The speaker acknowledges that the agriculture sector produces emissions but emphasizes its potential role in transitioning to a low carbon economy.,Support,"Department of Agriculture, Food and the Marine",Chief Inspector,"Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine 004","departmentofagriculture,foodandthemarine004",carbon,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c86279ce4,Mr. Bill Callanan,The speaker acknowledges that agriculture produces emissions but emphasizes the sector's potential to contribute to climate action.,Support,"Department of Agriculture, Food and the Marine",Chief Inspector,"Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine 004","departmentofagriculture,foodandthemarine004",carbon,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c86279ce5,Mr. Bill Callanan,"The speaker acknowledges that the agriculture sector produces emissions but emphasizes its potential role in achieving a low carbon, climate-resilient economy.",Support,"Department of Agriculture, Food and the Marine",Chief Inspector,"Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine 004","departmentofagriculture,foodandthemarine004",carbon,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c86279ce6,Dr. Eamon Haughey,"The speaker acknowledges the importance of reducing carbon footprints, particularly through dietary changes that involve decreasing animal-sourced protein consumption.",Support,Soil Health Institute,European Director,Research and Regulatory,Research and Regulatory 079,researchandregulatory079,carbon,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c86279ce7,Dr. Eamon Haughey,"The speaker acknowledges the need to reduce carbon footprints, particularly through dietary changes that involve decreasing animal-sourced food consumption.",Support,Soil Health Institute,European Director,Research and Regulatory,Research and Regulatory 079,researchandregulatory079,carbon,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c86279ce8,Mr. Bill Callanan,"The speaker emphasizes the need for careful management of slurry as a fertilizer to minimize nutrient loss, particularly during winter months.",Support,"Department of Agriculture, Food and the Marine",Chief Inspector,"Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine 004","departmentofagriculture,foodandthemarine004",carbon,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c86279ce9,Mr. Bill Callanan,The speaker emphasizes that slurry should be considered a fertilizer and highlights the importance of proper timing for its application to minimize nutrient loss.,Support,"Department of Agriculture, Food and the Marine",Chief Inspector,"Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine 004","departmentofagriculture,foodandthemarine004",carbon,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c86279cea,Dr. Eamon Haughey,"The speaker emphasizes the urgent need for transformative action in land management, particularly in forestry and peatlands, to achieve carbon neutrality and limit global warming.",Support,Soil Health Institute,European Director,Research and Regulatory,Research and Regulatory 079,researchandregulatory079,carbon,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c86279ceb,Mr. Bill Callanan,The speaker supports compliance with the nitrates directive and emphasizes the importance of appropriate nutrient application based on crop needs.,Support,"Department of Agriculture, Food and the Marine",Chief Inspector,"Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine 004","departmentofagriculture,foodandthemarine004",carbon,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c86279cec,Dr. Eamon Haughey,The increase in nitrogen use is unsustainable due to its negative impact on water quality and emissions.,Oppose,Soil Health Institute,European Director,Research and Regulatory,Research and Regulatory 079,researchandregulatory079,carbon,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c86279ced,Mr. John Spink,"The speaker supports initiatives aimed at reducing emissions, specifically through research on methane production from ruminants and the establishment of a biomethane production plant.",Support,Teagasc The Agriculture and Food Development Authority,"Head of Environment, Crops and Land Use Department",Semi-state agency,Semi-state agency 012,semistateagency012,carbon,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c86279cee,Senator Alice-Mary Higgins,The speaker expresses concern that greenhouse gas emissions from peatlands are higher when used for agriculture and forestry.,Oppose,Seanad Eireann,Senator,Seanad Eireann,Seanad Eireann 001,seanadeireann001,carbon,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c86279cef,Senator Alice-Mary Higgins,The speaker expresses concern that greenhouse gas emissions from peatlands are higher when used for agriculture and forestry.,Oppose,Seanad Eireann,Senator,Seanad Eireann,Seanad Eireann 001,seanadeireann001,carbon,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c86279cf0,Mr. Bill Callanan,The speaker supports afforestation and better management of peatlands as essential strategies for reducing carbon emissions and enhancing carbon sequestration.,Support,"Department of Agriculture, Food and the Marine",Chief Inspector,"Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine 004","departmentofagriculture,foodandthemarine004",carbon,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c86279cf1,Mr. Bill Callanan,The speaker emphasizes the importance of afforestation and better management of peatlands to achieve significant carbon emissions reduction and sequestration.,Support,"Department of Agriculture, Food and the Marine",Chief Inspector,"Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine 004","departmentofagriculture,foodandthemarine004",carbon,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c86279cf2,Deputy Michael Fitzmaurice,The speaker expresses concern that the proposed carbon tax will negatively impact the struggling beef sector.,Oppose,Independent,Deputy (TD),Political Party,Political Party 005,politicalparty005,carbon,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c86279cf3,Deputy Michael Fitzmaurice,The speaker expresses concern about the impact of proposed carbon taxes on the struggling beef sector.,Oppose,Independent,Deputy (TD),Political Party,Political Party 005,politicalparty005,carbon,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c86279cf4,Deputy Eamon Ryan,The speaker expresses concern over increasing emissions and outputs in agriculture.,Oppose,Green Party,"Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications and Minister for Transport",Political Party,Political Party 004,politicalparty004,carbon,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c86279cf5,Deputy Eamon Ryan,The speaker expresses concern over increasing emissions and outputs in agriculture.,Oppose,Green Party,"Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications",Political Party,Political Party 004,politicalparty004,carbon,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c86279cf6,Deputy Eamon Ryan,The speaker expresses concern over increasing emissions and outputs in agriculture.,Oppose,Green Party,"Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications and Minister for Transport",Political Party,Political Party 004,politicalparty004,carbon,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c86279cf7,Deputy Eamon Ryan,The speaker expresses concern over increasing emissions and outputs in agriculture.,Oppose,Green Party,"Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications",Political Party,Political Party 004,politicalparty004,carbon,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c86279cf8,Deputy Eamon Ryan,The speaker acknowledges a dispute regarding carbon emissions and suggests that the narrative of having the lowest emissions is contested.,Neutral,Green Party,"Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications and Minister for Transport",Political Party,Political Party 004,politicalparty004,carbon,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c86279cf9,Deputy Eamon Ryan,The speaker acknowledges a dispute regarding carbon emissions and suggests that the narrative of having the lowest emissions is contested.,Neutral,Green Party,"Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications",Political Party,Political Party 004,politicalparty004,carbon,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c86279cfa,Deputy Eamon Ryan,The speaker acknowledges a dispute regarding carbon emissions and suggests that the narrative of having the lowest emissions is contested.,Neutral,Green Party,"Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications and Minister for Transport",Political Party,Political Party 004,politicalparty004,carbon,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c86279cfb,Deputy Eamon Ryan,The speaker acknowledges a dispute regarding carbon emissions and suggests that the narrative of having the lowest emissions is contested.,Neutral,Green Party,"Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications",Political Party,Political Party 004,politicalparty004,carbon,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c86279cfc,Mr. Joe Healy,The speaker believes that dairy production is the most carbon efficient when compared to other protein sources and emphasizes the importance of making accurate comparisons in discussions about emissions.,Support,Irish Farmers' Association,Former President,Trade Association,Trade Association 013,tradeassociation013,carbon,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c86279cfd,Mr. Joe Healy,The speaker believes that dairy production is the most carbon efficient when compared to other protein sources and emphasizes the importance of making accurate comparisons.,Support,Irish Farmers' Association,Former President,Trade Association,Trade Association 013,tradeassociation013,carbon,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c86279cfe,Mr. Kevin Kinsella,The speaker emphasizes the significant efforts of Irish farmers in assessing and tackling carbon challenges.,Support,Irish Farmers' Association,Director of Livestock ,Trade Association,Trade Association 013,tradeassociation013,carbon,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c86279cff,Mr. Kevin Kinsella,The speaker emphasizes the proactive measures taken by Irish farmers to assess and tackle carbon challenges.,Support,Irish Farmers' Association,Director of Livestock ,Trade Association,Trade Association 013,tradeassociation013,carbon,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c86279d00,Deputy Charlie McConalogue,"The speaker supports the continued production of beef in Ireland, emphasizing its efficiency in carbon emissions and its importance in the food chain.",Support,"Department of Agriculture, Food and the Marine","Deputy (TD), Minister for Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine 004","departmentofagriculture,foodandthemarine004",carbon,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c86279d01,Deputy Pearse Doherty,"The speaker opposes the increase in carbon taxes, arguing it disproportionately harms poorer rural households and lacks viable alternatives for them.",Oppose,Sinn Féin,Deputy (TD),Political Party,Political Party 009,politicalparty009,carbon,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c86279d02,Deputy Paschal Donohoe,The speaker supports increasing the carbon tax to address climate change while ensuring vulnerable members of society are protected from its impacts.,Support,Department of Finance,"Deputy (TD), Minister for Finance",Department of Finance,Department of Finance 001,departmentoffinance001,carbon,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c86279d03,Deputy Paschal Donohoe,The speaker supports a change in carbon pricing as a necessary response to climate change.,Support,Department of Finance,"Deputy (TD), Minister for Finance",Department of Finance,Department of Finance 001,departmentoffinance001,carbon,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c86279d04,Deputy Pearse Doherty,"The speaker opposes the increase in carbon tax, arguing it does not lead to behavioral change and disproportionately affects the poorest households without providing alternatives.",Oppose,Sinn Féin,Deputy (TD),Political Party,Political Party 009,politicalparty009,carbon,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c86279d05,Deputy Pearse Doherty,The speaker opposes the introduction of a carbon tax due to its negative impact on the poorest households.,Oppose,Sinn Féin,Deputy (TD),Political Party,Political Party 009,politicalparty009,carbon,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c86279d06,Deputy Pearse Doherty,The speaker is completely opposed to carbon prices at this time.,Oppose,Sinn Féin,Deputy (TD),Political Party,Political Party 009,politicalparty009,carbon,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c86279d07,Deputy Paschal Donohoe,The speaker indicates that Sinn Féin is currently against a move on carbon taxation.,Oppose,Department of Finance,"Deputy (TD), Minister for Finance",Department of Finance,Department of Finance 001,departmentoffinance001,carbon,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c86279d08,Deputy Pearse Doherty,The speaker opposes the imposition of a carbon tax at this time.,Oppose,Sinn Féin,Deputy (TD),Political Party,Political Party 009,politicalparty009,carbon,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c86279d09,Deputy Pearse Doherty,The speaker supports the role of carbon taxes in addressing emissions.,Support,Sinn Féin,Deputy (TD),Political Party,Political Party 009,politicalparty009,carbon,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c86279d0a,Deputy Pearse Doherty,The speaker acknowledges that carbon taxes have a role in addressing emissions.,Neutral,Sinn Féin,Deputy (TD),Political Party,Political Party 009,politicalparty009,carbon,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c86279d0b,Deputy Pearse Doherty,The speaker believes that carbon taxes are important and has a willingness to assist in writing the Finance Bill related to this issue.,Support,Sinn Féin,Deputy (TD),Political Party,Political Party 009,politicalparty009,carbon,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c86279d0c,Deputy Denis Naughten,The speaker believes that carbon tax disproportionately impacts farmers due to a lack of viable low carbon alternatives in agriculture.,Oppose,Independent,Deputy (TD),Political Party,Political Party 005,politicalparty005,carbon,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c86279d0d,Deputy Denis Naughten,The speaker believes that carbon tax disproportionately impacts farmers and rural communities due to the lack of viable low carbon alternatives in agriculture.,Oppose,Independent,Deputy (TD),Political Party,Political Party 005,politicalparty005,carbon,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c86279d0e,Deputy Mattie McGrath,"The speaker opposes the carbon tax, viewing it as punitive and detrimental to small farmers in rural areas.",Oppose,Dail Eireann,Deputy (TD),Dail Eireann,Dail Eireann 001,daileireann001,carbon,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c86279d0f,Deputy Michael Fitzmaurice,"The speaker opposes the carbon tax, highlighting the lack of affordable alternatives for farmers and the timing of its implementation.",Oppose,Independent,Deputy (TD),Political Party,Political Party 005,politicalparty005,carbon,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c86279d10,Deputy Paschal Donohoe,The speaker believes there are no viable low-carbon alternatives available to farmers and acknowledges the limited impact of carbon tax on agricultural emissions.,Oppose,Department of Finance,"Deputy (TD), Minister for Finance",Department of Finance,Department of Finance 001,departmentoffinance001,carbon,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c86279d11,Deputy Paschal Donohoe,The speaker believes there are no viable low-carbon alternatives available to farmers and acknowledges the limited impact of carbon taxation on agricultural emissions.,Oppose,Department of Finance,"Deputy (TD), Minister for Finance",Department of Finance,Department of Finance 001,departmentoffinance001,carbon,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c86279d12,Deputy Paschal Donohoe,The speaker acknowledges the challenges faced by the agricultural sector in relation to the climate action plan and is open to exploring potential measures to support it.,Support,Department of Finance,"Deputy (TD), Minister for Finance",Department of Finance,Department of Finance 001,departmentoffinance001,carbon,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c86279d13,Deputy Paschal Donohoe,The speaker acknowledges the significant role of agriculture in meeting climate targets and expresses understanding of the challenges faced by the agricultural sector.,Neutral,Department of Finance,"Deputy (TD), Minister for Finance",Department of Finance,Department of Finance 001,departmentoffinance001,carbon,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c86279d14,Deputy Paschal Donohoe,The speaker acknowledges the importance of carbon tax in discussions but emphasizes that it is not the primary catalyst for change.,Neutral,Department of Finance,"Deputy (TD), Minister for Finance",Department of Finance,Department of Finance 001,departmentoffinance001,carbon,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c86279d15,Deputy Michael McGrath,The speaker expresses disappointment with the Finance Bill's lack of additional relief for hauliers regarding the increased costs from the carbon tax.,Oppose,Fianna Fáil,"Deputy (TD), Minister for Public Expenditure and Reform, Deputy of the Dail Eireann",Political Party,Political Party 002,politicalparty002,carbon,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c86279d16,Deputy Pearse Doherty,"The speaker advocates for a review of carbon taxes and their impact on the haulage sector, emphasizing the need for timely reporting on the matter.",Neutral,Sinn Féin,Deputy (TD),Political Party,Political Party 009,politicalparty009,carbon,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c86279d17,Deputy Michael McGrath,The speaker supports the postponement of the implementation of the new VRT system to avoid market distortion for hybrid vehicles.,Support,Fianna Fáil,"Deputy (TD), Minister for Public Expenditure and Reform, Deputy of the Dail Eireann",Political Party,Political Party 002,politicalparty002,carbon,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c86279d18,Deputy Michael McGrath,"The speaker expresses concern that the current emissions regulations are disadvantaging hybrid vehicles compared to diesel vehicles, indicating that hybrids may not be as environmentally friendly as previously thought.",Oppose,Fianna Fáil,"Deputy (TD), Minister for Public Expenditure and Reform, Deputy of the Dail Eireann",Political Party,Political Party 002,politicalparty002,carbon,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c86279d19,Deputy Paschal Donohoe,The speaker supports changing reliefs for vehicles based on CO2 emissions to better align with environmental objectives.,Support,Department of Finance,"Deputy (TD), Minister for Finance",Department of Finance,Department of Finance 001,departmentoffinance001,carbon,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c86279d1a,Deputy Michael McGrath,The speaker acknowledges that the proposed emissions threshold is lower than the average for petrol or diesel vehicles and intends to further examine the issue.,Neutral,Fianna Fáil,"Deputy (TD), Minister for Public Expenditure and Reform, Deputy of the Dail Eireann",Political Party,Political Party 002,politicalparty002,carbon,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c86279d1b,Deputy Michael McGrath,The speaker expresses a need for a report on the suitability of a diesel rebate scheme in relation to the increase in carbon tax.,Neutral,Fianna Fáil,"Deputy (TD), Minister for Public Expenditure and Reform, Deputy of the Dail Eireann",Political Party,Political Party 002,politicalparty002,carbon,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c86279d1c,Deputy Danny Healy-Rae,The speaker believes the carbon tax system is unfair and burdensome for many hauliers who cannot claim rebates.,Oppose,Dail Eireann,Deputy (TD),Dail Eireann,Dail Eireann 001,daileireann001,carbon,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c86279d1d,Deputy Paschal Donohoe,The speaker supports the diesel rebate scheme as a necessary protection for the haulage sector despite its contribution to carbon emissions.,Support,Department of Finance,"Deputy (TD), Minister for Finance",Department of Finance,Department of Finance 001,departmentoffinance001,carbon,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c86279d1e,Deputy Danny Healy-Rae,The speaker believes that the haulage industry significantly contributes to neutralizing carbon emissions and is not the primary cause of environmental issues.,Neutral,Dail Eireann,Deputy (TD),Dail Eireann,Dail Eireann 001,daileireann001,carbon,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c86279d1f,Deputy Danny Healy-Rae,The speaker believes that the haulage industry significantly contributes to neutralizing carbon emissions and is not the primary cause of environmental issues.,Support,Dail Eireann,Deputy (TD),Dail Eireann,Dail Eireann 001,daileireann001,carbon,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c86279d20,Deputy Danny Healy-Rae,The speaker believes that the haulage industry significantly contributes to neutralizing carbon emissions and is unfairly criticized for its environmental impact.,Support,Dail Eireann,Deputy (TD),Dail Eireann,Dail Eireann 001,daileireann001,carbon,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c86279d21,Deputy Paschal Donohoe,The speaker supports providing financial assistance to the haulage industry in light of changes in carbon pricing.,Support,Department of Finance,"Deputy (TD), Minister for Finance",Department of Finance,Department of Finance 001,departmentoffinance001,carbon,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c86279d22,Deputy Pearse Doherty,The speaker questions the basis for the emissions figure of 140 g/km compared to 156 g/km.,Neutral,Sinn Féin,Deputy (TD),Political Party,Political Party 009,politicalparty009,carbon,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c86279d23,Deputy Denis Naughten,"The speaker believes that a low-carbon diet, which is being promoted, necessitates the use of supplements to achieve a balanced diet.",Neutral,Independent,Deputy (TD),Political Party,Political Party 005,politicalparty005,carbon,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c86279d24,Deputy Denis Naughten,"The speaker believes that a low-carbon diet necessitates the inclusion of supplements, which should be considered food in that context.",Neutral,Independent,Deputy (TD),Political Party,Political Party 005,politicalparty005,carbon,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c86279d25,Ms Sharon Finegan,"The speaker indicates that emissions reductions depend on identified measures, which have not yet been provided by the Government.",Neutral,"Department of Agriculture, Food and the Marine",Senior Superintending Veterinary Inspector,"Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine 004","departmentofagriculture,foodandthemarine004",carbon,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c86279d26,Mr. Stephen Treacy,"The speaker supports measures to reduce emissions in agriculture, including specific strategies outlined in the Climate Action Plan 2019.",Support,Irish Bioenergy Association,CEO,Trade Association,Trade Association 008,tradeassociation008,carbon,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c86279d27,Deputy Christopher ’Sullivan,The speaker is seeking information on measures to reduce emissions in agriculture while maintaining economic viability for farmers.,Neutral,Dail Eireann,Deputy (TD),Dail Eireann,Dail Eireann 001,daileireann001,carbon,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c86279d28,Deputy Christopher ’Sullivan,The speaker seeks information on measures to reduce emissions in agriculture and believes achievable solutions exist that won't severely impact farmers' income or viability.,Support,Dail Eireann,Deputy (TD),Dail Eireann,Dail Eireann 001,daileireann001,carbon,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c86279d29,Mr. Stephen Treacy,"The speaker emphasizes the need to target agricultural emissions, particularly methane and nitrogen, through various measures.",Support,Irish Bioenergy Association,CEO,Trade Association,Trade Association 008,tradeassociation008,carbon,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c86279d2a,Mr. Stephen Treacy,"The speaker emphasizes the need to target agricultural emissions, particularly methane, which constitutes the largest portion of emissions.",Support,Irish Bioenergy Association,CEO,Trade Association,Trade Association 008,tradeassociation008,carbon,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c86279d2b,Mr. Stephen Treacy,"The speaker emphasizes the importance of targeting agricultural emissions, particularly methane and nitrogen, through various measures and strategies.",Support,Irish Bioenergy Association,CEO,Trade Association,Trade Association 008,tradeassociation008,carbon,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c86279d2c,Deputy Christopher ’Sullivan,The speaker is inquiring about the potential emissions savings from changing and amending feed with technology and science.,Neutral,Dail Eireann,Deputy (TD),Dail Eireann,Dail Eireann 001,daileireann001,carbon,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c86279d2d,Dr. Frank McGovern,"The speaker acknowledges active research on food additives to reduce methane emissions, highlighting both potential benefits and concerns.",Neutral,Environmental Protection Agency,"Senior Manager, Climate Change Research Programme",State Agencies ,State Agencies  001,stateagencies001,carbon,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c86279d2e,Dr. Frank McGovern,The speaker emphasizes the need to reduce methane emissions by about 3% per decade for at least three decades to stabilize its contribution to global warming.,Support,Environmental Protection Agency,"Senior Manager, Climate Change Research Programme",State Agencies ,State Agencies  001,stateagencies001,carbon,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c86279d2f,Mr. Stephen Treacy,"The speaker indicates that while dairy cows are becoming more efficient in milk production, this efficiency leads to increased methane emissions, suggesting that herd stabilization does not guarantee reduced emissions.",Oppose,Irish Bioenergy Association,CEO,Trade Association,Trade Association 008,tradeassociation008,carbon,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c86279d30,Deputy Darren ’Rourke,The speaker emphasizes the importance of oversight and specific measurement of emissions.,Support,Sinn Féin,"Deputy, Spokesperson on Transport",Political Party,Political Party 009,politicalparty009,carbon,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c86279d31,Ms Sharon Finegan,The EPA plays a significant role in reducing emissions through licensing and public communication.,Support,"Department of Agriculture, Food and the Marine",Senior Superintending Veterinary Inspector,"Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine 004","departmentofagriculture,foodandthemarine004",carbon,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c86279d32,Ms Sharon Finegan,The speaker supports the EPA's role in reducing emissions through licensing and public communication.,Support,"Department of Agriculture, Food and the Marine",Senior Superintending Veterinary Inspector,"Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine 004","departmentofagriculture,foodandthemarine004",carbon,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c86279d33,Mr. Stephen Treacy,The speaker acknowledges the importance of water table management on agricultural land as part of the climate action plan.,Support,Irish Bioenergy Association,CEO,Trade Association,Trade Association 008,tradeassociation008,carbon,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c86279d34,Deputy Réada Cronin,The speaker expresses concern about the environmental impact of carbon emissions from EV production and advocates for a global perspective on sustainability.,Neutral,Sinn Féin,Deputy (TD),Political Party,Political Party 009,politicalparty009,carbon,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c86279d35,Deputy Réada Cronin,The speaker expresses concern about the environmental impact of carbon emissions related to EV production and advocates for a more sustainable approach.,Oppose,Sinn Féin,Deputy (TD),Political Party,Political Party 009,politicalparty009,carbon,Sentiment Analysis,2025-06-27T13:57:49.276Z
