_id,Action,Short Action,File Name,Formal Stakeholder,Category,Labels,Insert Datetime
684961e59b5e602eb0072a94,"Through the Inter-Agency Group on Outdoor Recreation, develop a Public Outdoor Recreation Amenities Plan (PORA) to transform the provision of outdoor recreation facilities and services on public-owned land and waterways over the next five years which will add a potential â‚¬142 million of economic activity per year across rural Ireland.",Develop outdoor recreation infrastructure,Realising our Rural Potential - Action Plan for Rural Development,"Department of Arts, Heritage, Regional, Rural and Gaeltacht Affairs","Department of Arts, Heritage, Regional, Rural and Gaeltacht Affairs","Department of Arts, Heritage, Regional, Rural and Gaeltacht Affairs 001",2025-06-19T12:00:53.240Z
684961e59b5e602eb0072a95,"Through the Inter-Agency Group on Outdoor Recreation, develop a Public Outdoor Recreation Amenities Plan (PORA) to transform the provision of outdoor recreation facilities and services on public-owned land and waterways over the next five years which will add a potential â‚¬142 million of economic activity per year across rural Ireland.",Develop outdoor recreation infrastructure,Realising our Rural Potential - Action Plan for Rural Development,Coillte,Semi-State Agency,Semi-State Agency 004,2025-06-19T12:00:53.240Z
684961e59b5e602eb0072a96,"Through the Inter-Agency Group on Outdoor Recreation, develop a Public Outdoor Recreation Amenities Plan (PORA) to transform the provision of outdoor recreation facilities and services on public-owned land and waterways over the next five years which will add a potential â‚¬142 million of economic activity per year across rural Ireland.",Develop outdoor recreation infrastructure,Realising our Rural Potential - Action Plan for Rural Development,Office of Public Works,State Agencies and Local Authorities,State Agencies and Local Authorities 011,2025-06-19T12:00:53.240Z
684961e59b5e602eb0072a97,"Through the Inter-Agency Group on Outdoor Recreation, develop a Public Outdoor Recreation Amenities Plan (PORA) to transform the provision of outdoor recreation facilities and services on public-owned land and waterways over the next five years which will add a potential â‚¬142 million of economic activity per year across rural Ireland.",Develop outdoor recreation infrastructure,Realising our Rural Potential - Action Plan for Rural Development,Waterways Ireland,Semi-state agency,Semi-state agency 017,2025-06-19T12:00:53.240Z
684961e59b5e602eb0072a98,"Through the Inter-Agency Group on Outdoor Recreation, develop a Public Outdoor Recreation Amenities Plan (PORA) to transform the provision of outdoor recreation facilities and services on public-owned land and waterways over the next five years which will add a potential â‚¬142 million of economic activity per year across rural Ireland.",Develop outdoor recreation infrastructure,Realising our Rural Potential - Action Plan for Rural Development,Bord na MÃ³na,Semi-State Agency,Semi-State Agency 003,2025-06-19T12:00:53.240Z
684961e59b5e602eb0072a99,"Through the Inter-Agency Group on Outdoor Recreation, develop a Public Outdoor Recreation Amenities Plan (PORA) to transform the provision of outdoor recreation facilities and services on public-owned land and waterways over the next five years which will add a potential â‚¬142 million of economic activity per year across rural Ireland.",Develop outdoor recreation infrastructure,Realising our Rural Potential - Action Plan for Rural Development,Local Authorities,State Agencies and Local Authorities,State Agencies and Local Authorities 004,2025-06-19T12:00:53.240Z
684961e59b5e602eb0072a9a,Implement the new tourism capacity maintenance programme under the National Strategy for Angling Development to ensure that the capacity of the inland fisheries resource is maintained and continues to deliver social and economic benefits to rural communities.,Maintain inland fisheries tourism capacity,Realising our Rural Potential - Action Plan for Rural Development,Inland Fisheries Ireland,Research and Regulatory,Research and Regulatory 046,2025-06-19T12:00:53.240Z
684961e59b5e602eb0072a9b,"Continue to deliver the annual Inland Fisheries Ireland Sponsorship Scheme to assist rural communities to engage with angling, angling tourism and environmental issues.",Support rural angling engagement scheme,Realising our Rural Potential - Action Plan for Rural Development,Inland Fisheries Ireland,Research and Regulatory,Research and Regulatory 046,2025-06-19T12:00:53.240Z
684961e59b5e602eb0072a9c,"Support the development of conservation and heritage tourism in rural areas through the Community Heritage Grants Scheme, with an estimated investment of â‚¬2.5m between 2017 and 2019.",Promote rural heritage tourism,Realising our Rural Potential - Action Plan for Rural Development,Heritage Council,Semi-State Agency,Semi-State Agency 007,2025-06-19T12:00:53.240Z
684961e59b5e602eb0072a9d,"As part of the Creative Ireland Programme, develop a nationwide network of culture teams and creativity hubs which will co-ordinate cultural activities in each local authority area. This will have a particular benefit for rural communities who will be encouraged to participate and engage with culture in their communities.",Establish rural cultural coordination hubs,Realising our Rural Potential - Action Plan for Rural Development,"Department of Arts, Heritage, Regional, Rural and Gaeltacht Affairs","Department of Arts, Heritage, Regional, Rural and Gaeltacht Affairs","Department of Arts, Heritage, Regional, Rural and Gaeltacht Affairs 001",2025-06-19T12:00:53.240Z
684961e59b5e602eb0072a9e,"As part of the Creative Ireland Programme, develop a nationwide network of culture teams and creativity hubs which will co-ordinate cultural activities in each local authority area. This will have a particular benefit for rural communities who will be encouraged to participate and engage with culture in their communities.",Establish rural cultural coordination hubs,Realising our Rural Potential - Action Plan for Rural Development,Local Authorities,State Agencies and Local Authorities,State Agencies and Local Authorities 004,2025-06-19T12:00:53.240Z
684961e59b5e602eb0072a9f,"As part of the Creative Ireland Programme, develop a nationwide network of culture teams and creativity hubs which will co-ordinate cultural activities in each local authority area. This will have a particular benefit for rural communities who will be encouraged to participate and engage with culture in their communities.",Establish rural cultural coordination hubs,Realising our Rural Potential - Action Plan for Rural Development,National Cultural Institutions,Research and Regulatory,Research and Regulatory 060,2025-06-19T12:00:53.240Z
684961e59b5e602eb0072aa0,"As part of the Creative Ireland Programme, develop a nationwide network of culture teams and creativity hubs which will co-ordinate cultural activities in each local authority area. This will have a particular benefit for rural communities who will be encouraged to participate and engage with culture in their communities.",Establish rural cultural coordination hubs,Realising our Rural Potential - Action Plan for Rural Development,"Department of Arts, Heritage, Regional, Rural and Gaeltacht Affairs","Department of Arts, Heritage, Regional, Rural and Gaeltacht Affairs","Department of Arts, Heritage, Regional, Rural and Gaeltacht Affairs 001",2025-06-19T12:00:53.240Z
684961e59b5e602eb0072aa1,"As part of the Creative Ireland Programme, develop a nationwide network of culture teams and creativity hubs which will co-ordinate cultural activities in each local authority area. This will have a particular benefit for rural communities who will be encouraged to participate and engage with culture in their communities.",Establish rural cultural coordination hubs,Realising our Rural Potential - Action Plan for Rural Development,Heritage Council,Semi-State Agency,Semi-State Agency 007,2025-06-19T12:00:53.240Z
684961e59b5e602eb0072aa2,"As part of the Creative Ireland Programme, develop a nationwide network of culture teams and creativity hubs which will co-ordinate cultural activities in each local authority area. This will have a particular benefit for rural communities who will be encouraged to participate and engage with culture in their communities.",Establish rural cultural coordination hubs,Realising our Rural Potential - Action Plan for Rural Development,ÃšdarÃ¡s na Gaeltachta,Government Semi State Agency,Government Semi State Agency 002,2025-06-19T12:00:53.240Z
684961e59b5e602eb0072aa3,Work with local authorities to plan for and facilitate early access to high-speed broadband to rural communities in Ireland by identifying and addressing barriers and through the rollout of Strategic Community Access Hubs across Ireland.,Expand rural broadband via hubs,Realising our Rural Potential - Action Plan for Rural Development,"Department of Arts, Heritage, Regional, Rural and Gaeltacht Affairs","Department of Arts, Heritage, Regional, Rural and Gaeltacht Affairs","Department of Arts, Heritage, Regional, Rural and Gaeltacht Affairs 001",2025-06-19T12:00:53.240Z
684961e59b5e602eb0072aa4,Work with local authorities to plan for and facilitate early access to high-speed broadband to rural communities in Ireland by identifying and addressing barriers and through the rollout of Strategic Community Access Hubs across Ireland.,Expand rural broadband via hubs,Realising our Rural Potential - Action Plan for Rural Development,"Department of Communications, Climate Action and the Environment","Department of Environment, Climate and Communications","Department of Environment, Climate and Communications 003",2025-06-19T12:00:53.240Z
684961e59b5e602eb0072aa5,Work with local authorities to plan for and facilitate early access to high-speed broadband to rural communities in Ireland by identifying and addressing barriers and through the rollout of Strategic Community Access Hubs across Ireland.,Expand rural broadband via hubs,Realising our Rural Potential - Action Plan for Rural Development,Local Authorities,State Agencies and Local Authorities,State Agencies and Local Authorities 004,2025-06-19T12:00:53.240Z
684961e59b5e602eb0072aa6,Progress the major roads projects detailed in the 7 year transport element of the Capital Investment Plan which will help deliver economic and business benefits across rural areas and regions.,Advance rural infrastructure investment,Realising our Rural Potential - Action Plan for Rural Development,"Department of Transport, Tourism and Sport","Department of Transport, Tourism and Sport","Department of Transport, Tourism and Sport 001",2025-06-19T12:00:53.240Z
684961e59b5e602eb0072aa7,Progress the major roads projects detailed in the 7 year transport element of the Capital Investment Plan which will help deliver economic and business benefits across rural areas and regions.,Advance rural infrastructure investment,Realising our Rural Potential - Action Plan for Rural Development,Transport Infrastructure Ireland,Semi-state agency,Semi-state agency 014,2025-06-19T12:00:53.240Z
684961e59b5e602eb0072aa8,"Conduct a full review of public transport policy, including the rural transport dimension, to ensure that it meets the needs of rural communities.",Review rural transport service policy,Realising our Rural Potential - Action Plan for Rural Development,"Department of Transport, Tourism and Sport","Department of Transport, Tourism and Sport","Department of Transport, Tourism and Sport 001",2025-06-19T12:00:53.240Z
684961e59b5e602eb0072aa9,"Conduct a full review of public transport policy, including the rural transport dimension, to ensure that it meets the needs of rural communities.",Review rural transport service policy,Realising our Rural Potential - Action Plan for Rural Development,National Transport Authority,"Department of Transport, Tourism and Sport","Department of Transport, Tourism and Sport 002",2025-06-19T12:00:53.240Z
684961e59b5e602eb0072aaa,Work with rural communities to assess and implement improvements to existing rural transport routes and develop new rural transport routes as necessary.,Improve and expand rural transport,Realising our Rural Potential - Action Plan for Rural Development,National Transport Authority,"Department of Transport, Tourism and Sport","Department of Transport, Tourism and Sport 002",2025-06-19T12:00:53.240Z
