_id,Speaker,Topic Thoughts,Sentiment,Organization,Designation,Category,Labels,Insert Datetime
6849ec1628a615fc0c4cef41,Dr. Eimear Cotter,The agriculture sector is the most significant pressure on water quality in the country.,Neutral,Sustainable Energy Authority of Ireland,Director of Low Carbon Technologies,Semi-state agency  011,"Semi-state agency  011, Director of Low Carbon Technologies",2025-06-11T21:50:30.429Z
6849ec1628a615fc0c4cef42,Dr. Eimear Cotter,The agriculture sector is a significant pressure on water quality in the country.,Neutral,Sustainable Energy Authority of Ireland,Director of Low Carbon Technologies,Semi-state agency  011,"Semi-state agency  011, Director of Low Carbon Technologies",2025-06-11T21:50:30.429Z
6849ec1628a615fc0c4cef43,Deputy Joe Flaherty,"The speaker disputes the claim that agriculture is the greatest threat to water sources, emphasizing that not all farmers contribute to this issue.",Neutral,Fianna Fáil,Deputy (TD),Political Party 002,"Political Party 002, Deputy (TD)",2025-06-11T21:50:30.429Z
6849ec1628a615fc0c4cef44,Dr. Eimear Cotter,Agriculture is identified as the most significant pressure on water quality in Ireland.,Neutral,Sustainable Energy Authority of Ireland,Director of Low Carbon Technologies,Semi-state agency  011,"Semi-state agency  011, Director of Low Carbon Technologies",2025-06-11T21:50:30.429Z
6849ec1628a615fc0c4cef45,Dr. Eimear Cotter,Agriculture is the most significant pressure on water quality in Ireland according to the data and evidence.,Neutral,Sustainable Energy Authority of Ireland,Director of Low Carbon Technologies,Semi-state agency  011,"Semi-state agency  011, Director of Low Carbon Technologies",2025-06-11T21:50:30.429Z
6849ec1628a615fc0c4cef46,Dr. Eimear Cotter,The speaker expresses concern about delays in wastewater treatment infrastructure and emphasizes the need for compliance with environmental legislation.,Neutral,Sustainable Energy Authority of Ireland,Director of Low Carbon Technologies,Semi-state agency  011,"Semi-state agency  011, Director of Low Carbon Technologies",2025-06-11T21:50:30.429Z
6849ec1628a615fc0c4cef47,Dr. Jenny Deakin,"The speaker indicates that nutrient concentrations in water improved until around 2011-2013, but have since begun to rise again.",Neutral,Environmental Protection Agency,Manager of the Catchment Science and Management Unit,State Agencies  001,"State Agencies  001, Manager of the Catchment Science and Management Unit",2025-06-11T21:50:30.429Z
6849ec1628a615fc0c4cef48,Dr. Jenny Deakin,The nutrient concentrations in water have improved since the 1990s but have been rising again since around 2013.,Neutral,Environmental Protection Agency,Manager of the Catchment Science and Management Unit,State Agencies  001,"State Agencies  001, Manager of the Catchment Science and Management Unit",2025-06-11T21:50:30.429Z
6849ec1628a615fc0c4cef49,Dr. Jenny Deakin,The speaker indicates that water quality has improved over the years but has recently begun to decline again.,Neutral,Environmental Protection Agency,Manager of the Catchment Science and Management Unit,State Agencies  001,"State Agencies  001, Manager of the Catchment Science and Management Unit",2025-06-11T21:50:30.429Z
6849ec1628a615fc0c4cef4a,Dr. Jenny Deakin,"The nutrient concentrations in water improved until around 2011-2013, but have since been rising again.",Neutral,Environmental Protection Agency,Manager of the Catchment Science and Management Unit,State Agencies  001,"State Agencies  001, Manager of the Catchment Science and Management Unit",2025-06-11T21:50:30.429Z
6849ec1628a615fc0c4cef4b,Dr. Jenny Deakin,The speaker indicates that water quality has improved over the years but has recently started to decline again.,Oppose,Environmental Protection Agency,Manager of the Catchment Science and Management Unit,State Agencies  001,"State Agencies  001, Manager of the Catchment Science and Management Unit",2025-06-11T21:50:30.429Z
6849ec1628a615fc0c4cef4c,Dr. Eimear Cotter,The speaker highlights increasing nitrate levels in rivers and emphasizes the need for compliance with existing regulations to address this issue.,Support,Sustainable Energy Authority of Ireland,Director of Low Carbon Technologies,Semi-state agency  011,"Semi-state agency  011, Director of Low Carbon Technologies",2025-06-11T21:50:30.429Z
6849ec1628a615fc0c4cef4d,Dr. Eimear Cotter,The speaker highlights increasing trends in nitrate levels in rivers and emphasizes the need for compliance with existing regulations to address this issue.,Support,Sustainable Energy Authority of Ireland,Director of Low Carbon Technologies,Semi-state agency  011,"Semi-state agency  011, Director of Low Carbon Technologies",2025-06-11T21:50:30.429Z
6849ec1628a615fc0c4cef4e,Dr. Jenny Deakin,"The speaker acknowledges the impact of urban run-off on water bodies, particularly from roads.",Neutral,Environmental Protection Agency,Manager of the Catchment Science and Management Unit,State Agencies  001,"State Agencies  001, Manager of the Catchment Science and Management Unit",2025-06-11T21:50:30.429Z
6849ec1628a615fc0c4cef4f,Dr. Jenny Deakin,"The speaker acknowledges the impact of urban run-off on water bodies, particularly from roads, and highlights ongoing research to manage this issue.",Neutral,Environmental Protection Agency,Manager of the Catchment Science and Management Unit,State Agencies  001,"State Agencies  001, Manager of the Catchment Science and Management Unit",2025-06-11T21:50:30.429Z
6849ec1628a615fc0c4cef50,Deputy Michael Collins,"The speaker believes that the quality of water is compromised due to outdated wastewater plants and insufficient action against local authorities, rather than solely blaming farmers.",Oppose,Dail Eireann,Deputy (TD),Dail Eireann 001,"Dail Eireann 001, Deputy (TD)",2025-06-11T21:50:30.429Z
6849ec1628a615fc0c4cef51,Deputy Michael Collins,"The speaker believes that the quality of water is compromised due to outdated wastewater plants and insufficient action against local authorities, rather than farmers.",Oppose,Dail Eireann,Deputy (TD),Dail Eireann 001,"Dail Eireann 001, Deputy (TD)",2025-06-11T21:50:30.429Z
6849ec1628a615fc0c4cef52,Deputy Michael Collins,"The speaker believes that the quality of water is severely compromised by outdated wastewater plants and insufficient action from authorities, rather than by farmers.",Oppose,Dail Eireann,Deputy (TD),Dail Eireann 001,"Dail Eireann 001, Deputy (TD)",2025-06-11T21:50:30.429Z
6849ec1628a615fc0c4cef53,Dr. Eimear Cotter,"The speaker expresses a strong concern about the discharge of raw sewage from towns and villages, emphasizing its serious implications for public health and the environment.",Oppose,Sustainable Energy Authority of Ireland,Director of Low Carbon Technologies,Semi-state agency  011,"Semi-state agency  011, Director of Low Carbon Technologies",2025-06-11T21:50:30.429Z
6849ec1628a615fc0c4cef54,Dr. Eimear Cotter,The speaker expresses serious concern about the release of raw sewage as a public health issue.,Oppose,Sustainable Energy Authority of Ireland,Director of Low Carbon Technologies,Semi-state agency  011,"Semi-state agency  011, Director of Low Carbon Technologies",2025-06-11T21:50:30.429Z
6849ec1628a615fc0c4cef55,Dr. Eimear Cotter,The speaker expresses concern about the release of raw sewage as a serious public health issue.,Oppose,Sustainable Energy Authority of Ireland,Director of Low Carbon Technologies,Semi-state agency  011,"Semi-state agency  011, Director of Low Carbon Technologies",2025-06-11T21:50:30.429Z
6849ec1628a615fc0c4cef56,Dr. Jenny Deakin,The speaker acknowledges the importance of protecting drinking water sources and recognizes the exemplary work being done by the group water scheme sector in this area.,Support,Environmental Protection Agency,Manager of the Catchment Science and Management Unit,State Agencies  001,"State Agencies  001, Manager of the Catchment Science and Management Unit",2025-06-11T21:50:30.429Z
6849ec1628a615fc0c4cef57,Mr. Jack Nolan,The Department is committed to developing a revised nitrates action programme to improve water quality and minimize environmental impact.,Support,"Department of Agriculture, Food and the Marine",Senior Inspector,"Department of Agriculture, Food and the Marine 004","Department of Agriculture, Food and the Marine 004, Senior Inspector",2025-06-11T21:50:30.429Z
6849ec1628a615fc0c4cef58,Mr. Jack Nolan,The speaker supports a revised nitrates action programme aimed at improving water quality and minimizing environmental impact from agriculture.,Support,"Department of Agriculture, Food and the Marine",Senior Inspector,"Department of Agriculture, Food and the Marine 004","Department of Agriculture, Food and the Marine 004, Senior Inspector",2025-06-11T21:50:30.429Z
6849ec1628a615fc0c4cef59,Mr. Jack Nolan,"The speaker supports measures to prevent agricultural pollution and improve water quality, acknowledging the need for additional actions due to declining water quality.",Support,"Department of Agriculture, Food and the Marine",Senior Inspector,"Department of Agriculture, Food and the Marine 004","Department of Agriculture, Food and the Marine 004, Senior Inspector",2025-06-11T21:50:30.429Z
6849ec1628a615fc0c4cef5a,Mr. Jack Nolan,"The speaker supports measures to prevent agricultural pollution and improve water quality, acknowledging that current water quality is declining.",Support,"Department of Agriculture, Food and the Marine",Senior Inspector,"Department of Agriculture, Food and the Marine 004","Department of Agriculture, Food and the Marine 004, Senior Inspector",2025-06-11T21:50:30.429Z
6849ec1628a615fc0c4cef5b,Mr. Jack Nolan,"The speaker expresses concern about declining water quality in Ireland, particularly in relation to nitrates and the competitive advantage of derogation.",Oppose,"Department of Agriculture, Food and the Marine",Senior Inspector,"Department of Agriculture, Food and the Marine 004","Department of Agriculture, Food and the Marine 004, Senior Inspector",2025-06-11T21:50:30.429Z
6849ec1628a615fc0c4cef5c,Mr. Jack Nolan,"The speaker expresses concern about declining water quality in Ireland, which is linked to the nitrates issue and the competitive advantage of derogation.",Oppose,"Department of Agriculture, Food and the Marine",Senior Inspector,"Department of Agriculture, Food and the Marine 004","Department of Agriculture, Food and the Marine 004, Senior Inspector",2025-06-11T21:50:30.429Z
6849ec1628a615fc0c4cef5d,Deputy Brian Leddin,The speaker expresses concern about the correlation between intensive farming practices and the deterioration of water quality due to nitrates and phosphorous pollution.,Oppose,Green Party,"Deputy and Spokesperson on Transport, and Climate, Energy, and Communications",Political Party 004,"Political Party 004, Deputy and Spokesperson on Transport, and Climate, Energy, and Communications",2025-06-11T21:50:30.429Z
6849ec1628a615fc0c4cef5e,Deputy Brian Leddin,The speaker expresses concern about the correlation between derogation granted to farms and the deterioration of water quality due to nitrates and phosphorous pollution.,Oppose,Green Party,"Deputy and Spokesperson on Transport, and Climate, Energy, and Communications",Political Party 004,"Political Party 004, Deputy and Spokesperson on Transport, and Climate, Energy, and Communications",2025-06-11T21:50:30.429Z
6849ec1628a615fc0c4cef5f,Deputy Brian Leddin,The speaker expresses concern about the correlation between intensive farming and the deterioration of water quality due to nitrates and phosphorous pollution.,Oppose,Green Party,"Deputy and Spokesperson on Transport, and Climate, Energy, and Communications",Political Party 004,"Political Party 004, Deputy and Spokesperson on Transport, and Climate, Energy, and Communications",2025-06-11T21:50:30.429Z
6849ec1628a615fc0c4cef60,Mr. Jack Nolan,The speaker acknowledges the increase in nitrogen loss and emphasizes the need for targeted measures to manage nitrates effectively.,Support,"Department of Agriculture, Food and the Marine",Senior Inspector,"Department of Agriculture, Food and the Marine 004","Department of Agriculture, Food and the Marine 004, Senior Inspector",2025-06-11T21:50:30.429Z
6849ec1628a615fc0c4cef61,Deputy Brian Leddin,"The speaker expresses concern about the urgent need for collective action to improve water quality, questioning if current measures will be effective.",Neutral,Green Party,"Deputy and Spokesperson on Transport, and Climate, Energy, and Communications",Political Party 004,"Political Party 004, Deputy and Spokesperson on Transport, and Climate, Energy, and Communications",2025-06-11T21:50:30.429Z
6849ec1628a615fc0c4cef62,Deputy Brian Leddin,The speaker expresses concern about the urgency of managing water quality and doubts about achieving necessary improvements within the given timeframe.,Oppose,Green Party,"Deputy and Spokesperson on Transport, and Climate, Energy, and Communications",Political Party 004,"Political Party 004, Deputy and Spokesperson on Transport, and Climate, Energy, and Communications",2025-06-11T21:50:30.429Z
6849ec1628a615fc0c4cef63,Deputy Brian Leddin,The speaker expresses concern about the urgent need for collective action to improve water quality.,Support,Green Party,"Deputy and Spokesperson on Transport, and Climate, Energy, and Communications",Political Party 004,"Political Party 004, Deputy and Spokesperson on Transport, and Climate, Energy, and Communications",2025-06-11T21:50:30.429Z
6849ec1628a615fc0c4cef64,Deputy Brian Leddin,The speaker expresses concern about the urgency of improving water quality and questions the effectiveness of current measures.,Oppose,Green Party,"Deputy and Spokesperson on Transport, and Climate, Energy, and Communications",Political Party 004,"Political Party 004, Deputy and Spokesperson on Transport, and Climate, Energy, and Communications",2025-06-11T21:50:30.429Z
6849ec1628a615fc0c4cef65,Mr. David Flynn,"The speaker emphasizes the need for systems and measures to stop and reverse emissions trends, highlighting the importance of collective efforts and coherent cooperation.",Support,Dairygold Co Operative Society Limited,Chairman,Processors 004,"Processors 004, Chairman",2025-06-11T21:50:30.429Z
6849ec1628a615fc0c4cef66,Mr. David Flynn,"The speaker acknowledges the need for measures to stop and reverse emissions trends, emphasizing collective action for environmental improvement.",Support,Dairygold Co Operative Society Limited,Chairman,Processors 004,"Processors 004, Chairman",2025-06-11T21:50:30.429Z
6849ec1628a615fc0c4cef67,Mr. David Flynn,"The speaker acknowledges the need for measures to stop and reverse emissions trends, emphasizing collective action for effective implementation.",Support,Dairygold Co Operative Society Limited,Chairman,Processors 004,"Processors 004, Chairman",2025-06-11T21:50:30.429Z
6849ec1628a615fc0c4cef68,Mr. David Flynn,A nitrates action programme is necessary regardless of the application for a derogation.,Support,Dairygold Co Operative Society Limited,Chairman,Processors 004,"Processors 004, Chairman",2025-06-11T21:50:30.429Z
6849ec1628a615fc0c4cef69,Mr. Jack Nolan,The speaker indicates that they are considering nitrates in the context of the next nitrates action programme.,Neutral,"Department of Agriculture, Food and the Marine",Senior Inspector,"Department of Agriculture, Food and the Marine 004","Department of Agriculture, Food and the Marine 004, Senior Inspector",2025-06-11T21:50:30.429Z
6849ec1628a615fc0c4cef6a,Deputy Michael Fitzmaurice,The speaker expresses concern about the regulations surrounding fencing off watercourses and their impact on farmers in designated areas.,Oppose,Independent,Deputy (TD),Political Party 005,"Political Party 005, Deputy (TD)",2025-06-11T21:50:30.429Z
6849ec1628a615fc0c4cef6b,Deputy Michael Fitzmaurice,The speaker questions the accuracy of claims regarding the distribution of fertiliser use among dairy farmers and other farmers in relation to water quality affected by nitrates.,Neutral,Independent,Deputy (TD),Political Party 005,"Political Party 005, Deputy (TD)",2025-06-11T21:50:30.429Z
6849ec1628a615fc0c4cef6c,Mr. Jack Nolan,The speaker believes that implementing proposed measures will stabilize and improve water quality.,Support,"Department of Agriculture, Food and the Marine",Senior Inspector,"Department of Agriculture, Food and the Marine 004","Department of Agriculture, Food and the Marine 004, Senior Inspector",2025-06-11T21:50:30.429Z
6849ec1628a615fc0c4cef6d,Deputy Michael Fitzmaurice,The speaker questions the limitations on nitrates for farmers who lease their land to avoid single farm payment applications.,Neutral,Independent,Deputy (TD),Political Party 005,"Political Party 005, Deputy (TD)",2025-06-11T21:50:30.429Z
6849ec1628a615fc0c4cef6e,Mr. David Flynn,"The speaker emphasizes the need to address pollution across all water bodies, highlighting equal obligations to manage issues from both urban and agricultural run-off.",Support,Dairygold Co Operative Society Limited,Chairman,Processors 004,"Processors 004, Chairman",2025-06-11T21:50:30.429Z
6849ec1628a615fc0c4cef6f,Mr. David Flynn,"The speaker emphasizes the obligation to address pollution in all water bodies, regardless of its source.",Support,Dairygold Co Operative Society Limited,Chairman,Processors 004,"Processors 004, Chairman",2025-06-11T21:50:30.429Z
6849ec1628a615fc0c4cef70,Mr. Jack Nolan,The speaker believes that insufficient slurry storage leads to water problems and that slurry should be applied based on optimal conditions rather than a fixed calendar.,Support,"Department of Agriculture, Food and the Marine",Senior Inspector,"Department of Agriculture, Food and the Marine 004","Department of Agriculture, Food and the Marine 004, Senior Inspector",2025-06-11T21:50:30.429Z
6849ec1628a615fc0c4cef71,Mr. Jack Nolan,The speaker believes that insufficient slurry storage leads to harmful practices that contribute to water problems.,Oppose,"Department of Agriculture, Food and the Marine",Senior Inspector,"Department of Agriculture, Food and the Marine 004","Department of Agriculture, Food and the Marine 004, Senior Inspector",2025-06-11T21:50:30.429Z
6849ec1628a615fc0c4cef72,Mr. Jack Nolan,The speaker believes that insufficient slurry storage leads to harmful practices that negatively impact water quality.,Oppose,"Department of Agriculture, Food and the Marine",Senior Inspector,"Department of Agriculture, Food and the Marine 004","Department of Agriculture, Food and the Marine 004, Senior Inspector",2025-06-11T21:50:30.429Z
6849ec1628a615fc0c4cef73,Mr. Jack Nolan,The speaker supports measures to improve water quality through better management practices and restrictions on runoff.,Support,"Department of Agriculture, Food and the Marine",Senior Inspector,"Department of Agriculture, Food and the Marine 004","Department of Agriculture, Food and the Marine 004, Senior Inspector",2025-06-11T21:50:30.429Z
6849ec1628a615fc0c4cef74,Senator Tim Lombard,The speaker supports the 2019 measures regarding water quality and believes that trained farmers in derogation positively impact environmental practices.,Support,Fine Gael,Senator,Political Party 003,"Political Party 003, Senator",2025-06-11T21:50:30.429Z
6849ec1628a615fc0c4cef75,Senator Tim Lombard,The speaker supports the 2019 measures regarding water quality and believes that trained farmers in derogation positively impact environmental practices.,Support,Fine Gael,Senator,Political Party 003,"Political Party 003, Senator",2025-06-11T21:50:30.429Z
6849ec1628a615fc0c4cef76,Mr. Jack Nolan,The speaker advocates for nitrogen efficiency through the use of clover to reduce chemical nitrogen usage.,Support,"Department of Agriculture, Food and the Marine",Senior Inspector,"Department of Agriculture, Food and the Marine 004","Department of Agriculture, Food and the Marine 004, Senior Inspector",2025-06-11T21:50:30.429Z
6849ec1628a615fc0c4cef77,Mr. Jack Nolan,The speaker acknowledges the nutrient value of nitrogen in slurry and emphasizes the importance of preventing nitrogen loss to water.,Support,"Department of Agriculture, Food and the Marine",Senior Inspector,"Department of Agriculture, Food and the Marine 004","Department of Agriculture, Food and the Marine 004, Senior Inspector",2025-06-11T21:50:30.429Z
6849ec1628a615fc0c4cef78,Mr. Jack Nolan,The speaker acknowledges the nutrient value of nitrogen in slurry and emphasizes its importance in promoting grass growth while aiming to prevent nitrogen loss to water.,Support,"Department of Agriculture, Food and the Marine",Senior Inspector,"Department of Agriculture, Food and the Marine 004","Department of Agriculture, Food and the Marine 004, Senior Inspector",2025-06-11T21:50:30.429Z
6849ec1628a615fc0c4cef79,Mr. Jack Nolan,The speaker acknowledges the nutrient value of nitrogen in slurry and emphasizes the importance of managing its application to prevent loss to water.,Support,"Department of Agriculture, Food and the Marine",Senior Inspector,"Department of Agriculture, Food and the Marine 004","Department of Agriculture, Food and the Marine 004, Senior Inspector",2025-06-11T21:50:30.429Z
6849ec1628a615fc0c4cef7a,Senator Tim Lombard,The speaker emphasizes the need for low-cost loan measures linked to the nitrates action programme to ensure sustainability for farmers.,Support,Fine Gael,Senator,Political Party 003,"Political Party 003, Senator",2025-06-11T21:50:30.429Z
6849ec1628a615fc0c4cef7b,Senator Tim Lombard,The speaker emphasizes the need for low-cost loan measures linked to the nitrates action programme to ensure sustainability for farmers.,Support,Fine Gael,Senator,Political Party 003,"Political Party 003, Senator",2025-06-11T21:50:30.429Z
6849ec1628a615fc0c4cef7c,Mr. Jack Nolan,The speaker acknowledges concerns about nitrogen loss to water from the arable sector and suggests careful management of nitrogen application timing.,Neutral,"Department of Agriculture, Food and the Marine",Senior Inspector,"Department of Agriculture, Food and the Marine 004","Department of Agriculture, Food and the Marine 004, Senior Inspector",2025-06-11T21:50:30.429Z
6849ec1628a615fc0c4cef7d,Mr. Jack Nolan,The speaker acknowledges the concern about nitrogen loss from arable crops and suggests careful consideration of slurry application timing to avoid excess nitrogen leading to environmental issues.,Neutral,"Department of Agriculture, Food and the Marine",Senior Inspector,"Department of Agriculture, Food and the Marine 004","Department of Agriculture, Food and the Marine 004, Senior Inspector",2025-06-11T21:50:30.429Z
6849ec1628a615fc0c4cef7e,Deputy Matt Carthy,The speaker advocates for a tailored approach to water management that recognizes and rewards farmers who protect pristine water sources.,Support,Sinn Féin,"Member of the European Parliament (MEP) (2014 2020), Teachta Dála (TD) for the Cavan Monaghan constituency (since 2020)",Political Party 009,"Political Party 009, Member of the European Parliament (MEP) (2014 2020), Teachta Dála (TD) for the Cavan Monaghan constituency (since 2020)",2025-06-11T21:50:30.429Z
6849ec1628a615fc0c4cef7f,Mr. Tim Cullinan,"The speaker emphasizes the need for a unified approach to farming practices regarding carbon-rich soils, rejecting a divided system.",Neutral,Irish Farmers' Association,President,Trade Association 013,"Trade Association 013, President",2025-06-11T21:50:30.429Z
6849ec1628a615fc0c4cef80,Mr. Pat McCormack,"The speaker believes that farming land should be eligible for nitrates regardless of soil type, and that derogations create uncertainty and bureaucracy.",Support,Irish Creamery Milk Suppliers Association,President ,Trade Association 011,"Trade Association 011, President ",2025-06-11T21:50:30.429Z
6849ec1628a615fc0c4cef81,Deputy Matt Carthy,The speaker emphasizes the necessity of a carbon audit for farmers to effectively manage and reward carbon storage and emissions reduction.,Support,Sinn Féin,"Member of the European Parliament (MEP) (2014 2020), Teachta Dála (TD) for the Cavan Monaghan constituency (since 2020)",Political Party 009,"Political Party 009, Member of the European Parliament (MEP) (2014 2020), Teachta Dála (TD) for the Cavan Monaghan constituency (since 2020)",2025-06-11T21:50:30.429Z
6849ec1628a615fc0c4cef82,Mr. Bill Callanan,"The speaker believes managing the water table is essential for securing carbon, and continued use of land for carbon management is possible with the right prescriptions.",Support,"Department of Agriculture, Food and the Marine",Chief Inspector,"Department of Agriculture, Food and the Marine 004","Department of Agriculture, Food and the Marine 004, Chief Inspector",2025-06-11T21:50:30.429Z
6849ec1628a615fc0c4cef83,Mr. Bill Callanan,No plans for restrictions on nitrates related to peat soil have been identified.,Neutral,"Department of Agriculture, Food and the Marine",Chief Inspector,"Department of Agriculture, Food and the Marine 004","Department of Agriculture, Food and the Marine 004, Chief Inspector",2025-06-11T21:50:30.429Z
6849ec1628a615fc0c4cef84,Mr. Bill Callanan,The speaker expresses concern about the management of nitrates on derogation farms and the implications of stocking rates on compliance.,Oppose,"Department of Agriculture, Food and the Marine",Chief Inspector,"Department of Agriculture, Food and the Marine 004","Department of Agriculture, Food and the Marine 004, Chief Inspector",2025-06-11T21:50:30.429Z
6849ec1628a615fc0c4cef85,Deputy Michael Fitzmaurice,The speaker expresses concern about the impact of nitrates regulations on farmers' stocking rates.,Oppose,Independent,Deputy (TD),Political Party 005,"Political Party 005, Deputy (TD)",2025-06-11T21:50:30.429Z
6849ec1628a615fc0c4cef86,Dr. Karl Richards,The speaker emphasizes the need to improve estimates of carbon emissions from organomineral soils.,Neutral,Teagasc The Agriculture and Food Development Authority,"Head of the Environment, Soils and Land Use Department",Semi-state agency 012,"Semi-state agency 012, Head of the Environment, Soils and Land Use Department",2025-06-11T21:50:30.429Z
6849ec1628a615fc0c4cef87,Dr. Gary Lanigan,The speaker supports the use of mixed species grasses for their benefits in reducing mineral fertiliser use and improving greenhouse gas balance.,Support,Teagasc The Agriculture and Food Development Authority,Research Officer ,Semi-state agency 012,"Semi-state agency 012, Research Officer ",2025-06-11T21:50:30.429Z
6849ec1628a615fc0c4cef88,Mr. Richard Kennedy,The speaker emphasizes the necessity of achieving a zero-carbon world by 2050 through sustainable food production.,Support,Irish Farmers' Association,Deputy President,Trade Association 013,"Trade Association 013, Deputy President",2025-06-11T21:50:30.429Z
6849ec1628a615fc0c4cef89,Dr. John Gilliland,The speaker emphasizes the importance of improving water quality and managing run-off risks from farms.,Support,Devenish Nutrition,Director of Agriculture and Sustainability,Inputs 009,"Inputs 009, Director of Agriculture and Sustainability",2025-06-11T21:50:30.429Z
6849ec1628a615fc0c4cef8a,"Minister for Agriculture, Food and the Marine (Deputy Charlie McConalogue)",The speaker supports the development and strengthening of the nitrates action programme to improve water quality while balancing agricultural productivity and environmental protection.,Support,"Department of Agriculture, Food and the Marine","Deputy (TD), Minister for Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine 004","Department of Agriculture, Food and the Marine 004, Deputy (TD), Minister for Agriculture, Food and the Marine",2025-06-11T21:50:30.429Z
6849ec1628a615fc0c4cef8b,"Minister for Agriculture, Food and the Marine (Deputy Charlie McConalogue)",The speaker supports the review and strengthening of the nitrates action programme to improve water quality and minimize environmental impact.,Support,"Department of Agriculture, Food and the Marine","Deputy (TD), Minister for Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine 004","Department of Agriculture, Food and the Marine 004, Deputy (TD), Minister for Agriculture, Food and the Marine",2025-06-11T21:50:30.429Z
6849ec1628a615fc0c4cef8c,"Minister for Agriculture, Food and the Marine (Deputy Charlie McConalogue)",The speaker supports the development and strengthening of the nitrates action programme to improve water quality.,Support,"Department of Agriculture, Food and the Marine","Deputy (TD), Minister for Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine 004","Department of Agriculture, Food and the Marine 004, Deputy (TD), Minister for Agriculture, Food and the Marine",2025-06-11T21:50:30.429Z
6849ec1628a615fc0c4cef8d,"Minister for Agriculture, Food and the Marine (Deputy Charlie McConalogue)",The speaker supports the development and strengthening of the nitrates action programme to improve water quality and minimize environmental impact.,Support,"Department of Agriculture, Food and the Marine","Deputy (TD), Minister for Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine 004","Department of Agriculture, Food and the Marine 004, Deputy (TD), Minister for Agriculture, Food and the Marine",2025-06-11T21:50:30.429Z
6849ec1628a615fc0c4cef8e,"Minister for Agriculture, Food and the Marine (Deputy Charlie McConalogue)",The speaker supports the development of a revised nitrates action programme aimed at stabilizing and improving water quality while balancing agricultural productivity and environmental protection.,Support,"Department of Agriculture, Food and the Marine","Deputy (TD), Minister for Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine 004","Department of Agriculture, Food and the Marine 004, Deputy (TD), Minister for Agriculture, Food and the Marine",2025-06-11T21:50:30.429Z
6849ec1628a615fc0c4cef8f,Deputy Martin Browne,The speaker expresses concern about the lack of data on non-compliant operators under GAP regulations and emphasizes the need to distinguish between compliant and non-compliant farms.,Neutral,Sinn Féin,Deputy (TD),Political Party 009,"Political Party 009, Deputy (TD)",2025-06-11T21:50:30.429Z
6849ec1628a615fc0c4cef90,Deputy Martin Browne,The speaker expresses concern about the lack of data on non-compliant operators under GAP regulations and emphasizes the need for a distinction between compliant and non-compliant farms.,Neutral,Sinn Féin,Deputy (TD),Political Party 009,"Political Party 009, Deputy (TD)",2025-06-11T21:50:30.429Z
6849ec1628a615fc0c4cef91,Deputy Martin Browne,"The speaker expresses concern about the lack of data on non-compliant operators under GAP regulations, highlighting the need for better compliance tracking to protect the environment.",Oppose,Sinn Féin,Deputy (TD),Political Party 009,"Political Party 009, Deputy (TD)",2025-06-11T21:50:30.429Z
6849ec1628a615fc0c4cef92,Mr. Jack Nolan,The speaker emphasizes the need for improved compliance and investment in farm facilities to enhance water quality.,Support,"Department of Agriculture, Food and the Marine",Senior Inspector,"Department of Agriculture, Food and the Marine 004","Department of Agriculture, Food and the Marine 004, Senior Inspector",2025-06-11T21:50:30.429Z
6849ec1628a615fc0c4cef93,Mr. Jack Nolan,The speaker emphasizes the need for improved compliance with slurry storage requirements to enhance water quality.,Support,"Department of Agriculture, Food and the Marine",Senior Inspector,"Department of Agriculture, Food and the Marine 004","Department of Agriculture, Food and the Marine 004, Senior Inspector",2025-06-11T21:50:30.429Z
6849ec1628a615fc0c4cef94,Deputy Brian Leddin,The speaker believes the nitrates derogation is inconsistent with achieving water quality targets and is a blunt instrument that negatively impacts water quality.,Oppose,Green Party,"Deputy and Spokesperson on Transport, and Climate, Energy, and Communications",Political Party 004,"Political Party 004, Deputy and Spokesperson on Transport, and Climate, Energy, and Communications",2025-06-11T21:50:30.429Z
6849ec1628a615fc0c4cef95,Deputy Brian Leddin,The speaker believes the nitrates derogation is ineffective and contributes to declining water quality.,Oppose,Green Party,"Deputy and Spokesperson on Transport, and Climate, Energy, and Communications",Political Party 004,"Political Party 004, Deputy and Spokesperson on Transport, and Climate, Energy, and Communications",2025-06-11T21:50:30.429Z
6849ec1628a615fc0c4cef96,Deputy Charlie McConalogue,The speaker believes that nitrates derogation can coexist with improvements in water quality if managed properly.,Support,"Department of Agriculture, Food and the Marine","Deputy (TD), Minister for Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine 004","Department of Agriculture, Food and the Marine 004, Deputy (TD), Minister for Agriculture, Food and the Marine",2025-06-11T21:50:30.429Z
6849ec1628a615fc0c4cef97,Deputy Charlie McConalogue,The speaker believes nitrates derogation can coexist with improvements in water quality if managed properly.,Support,"Department of Agriculture, Food and the Marine","Deputy (TD), Minister for Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine 004","Department of Agriculture, Food and the Marine 004, Deputy (TD), Minister for Agriculture, Food and the Marine",2025-06-11T21:50:30.429Z
