_id,Speaker,Topic Thoughts,Sentiment,Organization,Designation,Category,Labels,Insert Datetime
6849ec1728a615fc0c4cf73e,Senator Tim Lombard,"The farming community has adapted rapidly to significant changes, and the speaker questions the appropriateness of a 12-month period for these changes.",Neutral,Fine Gael,Senator,Political Party 003,"Political Party 003, Senator",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf73f,Senator Tim Lombard,"The farming community has adapted rapidly to significant changes, and the speaker questions the appropriateness of a 12-month period for these changes.",Neutral,Fine Gael,Senator,Political Party 003,"Political Party 003, Senator",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf740,Deputy Michael Fitzmaurice,The speaker believes that increased investment in Irish Water will lead to better quality water.,Support,Independent,Deputy (TD),Political Party 005,"Political Party 005, Deputy (TD)",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf741,Mr. Tim Cullinan,The speaker emphasizes the need to improve water quality in Ireland and the importance of maintaining derogation in discussions with the European Commission.,Support,Irish Farmers' Association,President,Trade Association 013,"Trade Association 013, President",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf742,Mr. Tadhg Buckley,The speaker emphasizes the need to protect and improve water quality while questioning the effectiveness of the proposed reduction in nitrates.,Neutral,AIB,Head of Agriculture,Telecommunications and Financial Services 001,"Telecommunications and Financial Services 001, Head of Agriculture",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf743,Dr. Aine ’Connell,"The speaker believes that while reducing nitrogen levels can mitigate loss, the economic impact on farms is significant and alternative measures should be explored before adjusting stocking rates.",Neutral,Teagasc The Agriculture and Food Development Authority,"Research Officer in the Environment, Soils and Land Use Department",Semi-state agency 012,"Semi-state agency 012, Research Officer in the Environment, Soils and Land Use Department",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf744,Deputy Charlie McConalogue,The speaker acknowledges the ongoing challenges in water quality and the difficulty in securing derogations due to unmet thresholds.,Neutral,"Department of Agriculture, Food and the Marine","Deputy (TD), Minister for Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine 004","Department of Agriculture, Food and the Marine 004, Deputy (TD), Minister for Agriculture, Food and the Marine",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf745,Senator Tim Lombard,The speaker expresses concern that the nitrates regulation will lead to significant welfare issues for livestock.,Oppose,Fine Gael,Senator,Political Party 003,"Political Party 003, Senator",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf746,Senator Tim Lombard,The speaker expresses concern that the nitrates regulation will lead to significant welfare issues for livestock.,Oppose,Fine Gael,Senator,Political Party 003,"Political Party 003, Senator",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf747,Senator Tim Lombard,The speaker believes that the lack of timely information regarding the nitrates statement is unfair to the farming community and hinders their ability to operate effectively.,Oppose,Fine Gael,Senator,Political Party 003,"Political Party 003, Senator",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf748,Senator Tim Lombard,The speaker believes that the lack of timely information regarding the nitrates statement is unfair to the farming community and hinders their ability to operate effectively.,Oppose,Fine Gael,Senator,Political Party 003,"Political Party 003, Senator",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf749,Senator Tim Lombard,The speaker believes that the delay in the nitrates statement is unfair to the farming community and hinders their ability to operate effectively.,Oppose,Fine Gael,Senator,Political Party 003,"Political Party 003, Senator",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf74a,Senator Tim Lombard,The speaker believes that the delay in the nitrates statement is unfair to the farming community and hinders their ability to operate effectively.,Oppose,Fine Gael,Senator,Political Party 003,"Political Party 003, Senator",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf74b,Deputy Charlie McConalogue,The speaker supports maintaining the derogation for nitrates due to the necessity of improving water quality while managing nitrogen levels.,Support,"Department of Agriculture, Food and the Marine","Deputy (TD), Minister for Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine 004","Department of Agriculture, Food and the Marine 004, Deputy (TD), Minister for Agriculture, Food and the Marine",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf74c,Deputy Charlie McConalogue,The speaker supports maintaining the nitrates derogation while emphasizing the need to improve water quality.,Support,"Department of Agriculture, Food and the Marine","Deputy (TD), Minister for Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine 004","Department of Agriculture, Food and the Marine 004, Deputy (TD), Minister for Agriculture, Food and the Marine",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf74d,Deputy Steven Matthews,"The speaker believes that increasing information, assistance, and practical guidance for farmers could improve water quality.",Support,Green Party,Deputy and Spokesperson on Housing,Political Party 004,"Political Party 004, Deputy and Spokesperson on Housing",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf74e,Mr. Bill Callanan,The speaker emphasizes the importance of understanding the impact of agricultural practices on water quality and the need for education and collaboration to address these issues.,Support,"Department of Agriculture, Food and the Marine",Chief Inspector,"Department of Agriculture, Food and the Marine 004","Department of Agriculture, Food and the Marine 004, Chief Inspector",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf74f,Deputy Steven Matthews,The speaker acknowledges improvements in water quality but suggests it follows existing trends noted in the EPA report.,Neutral,Green Party,Deputy and Spokesperson on Housing,Political Party 004,"Political Party 004, Deputy and Spokesperson on Housing",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf750,Mr. Bill Callanan,The speaker emphasizes the importance of monitoring and awareness among farmers regarding water management.,Support,"Department of Agriculture, Food and the Marine",Chief Inspector,"Department of Agriculture, Food and the Marine 004","Department of Agriculture, Food and the Marine 004, Chief Inspector",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf751,Mr. Bill Callanan,The speaker acknowledges the importance of water management and the engagement of derogation farmers in understanding their responsibilities regarding it.,Support,"Department of Agriculture, Food and the Marine",Chief Inspector,"Department of Agriculture, Food and the Marine 004","Department of Agriculture, Food and the Marine 004, Chief Inspector",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf752,Deputy Charlie McConalogue,The speaker supports the current nitrates action programme and emphasizes the importance of managing nutrients effectively.,Support,"Department of Agriculture, Food and the Marine","Deputy (TD), Minister for Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine 004","Department of Agriculture, Food and the Marine 004, Deputy (TD), Minister for Agriculture, Food and the Marine",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf753,Senator Tim Lombard,The speaker believes the recent decision has severely negative economic implications for agriculture and the dairy industry.,Oppose,Fine Gael,Senator,Political Party 003,"Political Party 003, Senator",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf754,Senator Tim Lombard,The speaker believes the recent decision has severely negative economic implications for agriculture and the dairy industry.,Oppose,Fine Gael,Senator,Political Party 003,"Political Party 003, Senator",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf755,Deputy Claire Kerrane,Financial support for farmers is essential due to the economic impact of reduced stocking.,Support,Sinn Féin,Deputy (TD),Political Party 009,"Political Party 009, Deputy (TD)",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf756,Deputy Charlie McConalogue,"The speaker believes that reducing emissions can be achieved through the use of multispecies swards, which lead to earlier slaughter dates and lower methane production.",Support,"Department of Agriculture, Food and the Marine","Deputy (TD), Minister for Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine 004","Department of Agriculture, Food and the Marine 004, Deputy (TD), Minister for Agriculture, Food and the Marine",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf757,Deputy Charlie McConalogue,"The speaker believes that reducing emissions can be achieved through the use of multispecies swards, which lead to earlier slaughter dates and less methane production.",Support,"Department of Agriculture, Food and the Marine","Deputy (TD), Minister for Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine 004","Department of Agriculture, Food and the Marine 004, Deputy (TD), Minister for Agriculture, Food and the Marine",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf758,Deputy Charlie McConalogue,The speaker supports collaborative efforts to improve water quality through regional initiatives and partnerships.,Support,"Department of Agriculture, Food and the Marine","Deputy (TD), Minister for Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine 004","Department of Agriculture, Food and the Marine 004, Deputy (TD), Minister for Agriculture, Food and the Marine",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf759,Deputy Charlie McConalogue,The speaker supports collaborative efforts and investment in water quality management through innovative partnerships and regional projects.,Support,"Department of Agriculture, Food and the Marine","Deputy (TD), Minister for Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine 004","Department of Agriculture, Food and the Marine 004, Deputy (TD), Minister for Agriculture, Food and the Marine",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf75a,Deputy Eamon Ryan,"The speaker emphasizes the need for sectors, including data centres, to contribute to emissions reductions while balancing economic benefits.",Neutral,Green Party,"Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications and Minister for Transport",Political Party 004,"Political Party 004, Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications and Minister for Transport",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf75b,Deputy Eamon Ryan,"The speaker emphasizes the need for sectors, including data centres, to contribute to emissions reductions while balancing economic benefits.",Neutral,Green Party,"Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications",Political Party 004,"Political Party 004, Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf75c,Deputy Eamon Ryan,"The speaker emphasizes the need for sectors, including data centres, to contribute to emissions reductions while balancing economic benefits.",Neutral,Green Party,"Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications and Minister for Transport",Political Party 004,"Political Party 004, Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications and Minister for Transport",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf75d,Deputy Eamon Ryan,"The speaker emphasizes the need for sectors, including data centres, to contribute to emissions reductions while balancing economic benefits.",Neutral,Green Party,"Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications",Political Party 004,"Political Party 004, Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf75e,Deputy Jennifer Whitmore,The speaker supports reducing emissions in the dairy sector and emphasizes the need for a coherent climate action plan.,Support,Social Democrats,"Spokesperson on Climate Action, Communications Networks and Transport",Political Party 010,"Political Party 010, Spokesperson on Climate Action, Communications Networks and Transport",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf75f,Deputy Eamon Ryan,The speaker supports the establishment of rivers trusts and emphasizes the importance of community engagement in river conservation efforts.,Support,Green Party,"Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications and Minister for Transport",Political Party 004,"Political Party 004, Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications and Minister for Transport",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf760,Deputy Eamon Ryan,The speaker supports the establishment of rivers trusts and emphasizes the importance of community engagement in river conservation efforts.,Support,Green Party,"Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications",Political Party 004,"Political Party 004, Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf761,Deputy Eamon Ryan,The speaker supports the establishment of rivers trusts and emphasizes the importance of community engagement in river conservation efforts.,Support,Green Party,"Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications and Minister for Transport",Political Party 004,"Political Party 004, Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications and Minister for Transport",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf762,Deputy Eamon Ryan,The speaker supports the establishment of rivers trusts and emphasizes the importance of community engagement in river conservation efforts.,Support,Green Party,"Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications",Political Party 004,"Political Party 004, Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf763,Mr. Bill Callanan,The speaker acknowledges the importance of water quality and the need for ongoing improvements to meet EU standards.,Support,"Department of Agriculture, Food and the Marine",Chief Inspector,"Department of Agriculture, Food and the Marine 004","Department of Agriculture, Food and the Marine 004, Chief Inspector",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf764,Mr. Bill Callanan,The speaker emphasizes the importance of improving water quality and acknowledges the challenges in achieving this goal.,Neutral,"Department of Agriculture, Food and the Marine",Chief Inspector,"Department of Agriculture, Food and the Marine 004","Department of Agriculture, Food and the Marine 004, Chief Inspector",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf765,Mr. Bill Callanan,The speaker emphasizes the need to reduce nitrates in water and acknowledges the upward trend in nitrate levels as a concern.,Support,"Department of Agriculture, Food and the Marine",Chief Inspector,"Department of Agriculture, Food and the Marine 004","Department of Agriculture, Food and the Marine 004, Chief Inspector",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf766,Mr. Bill Callanan,The speaker emphasizes the need to reduce nitrates in water and acknowledges the upward trend in nitrate levels as a challenge.,Neutral,"Department of Agriculture, Food and the Marine",Chief Inspector,"Department of Agriculture, Food and the Marine 004","Department of Agriculture, Food and the Marine 004, Chief Inspector",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf767,Mr. Bill Callanan,The speaker acknowledges the complexity of managing nitrates and emphasizes the ambitious approach taken in Ireland's nitrates action programme.,Neutral,"Department of Agriculture, Food and the Marine",Chief Inspector,"Department of Agriculture, Food and the Marine 004","Department of Agriculture, Food and the Marine 004, Chief Inspector",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf768,Deputy Michael Collins,"The speaker criticizes the blame placed on farmers for water contamination, arguing that sewage treatment issues are the primary concern.",Oppose,Dail Eireann,Deputy (TD),Dail Eireann 001,"Dail Eireann 001, Deputy (TD)",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf769,Deputy Michael Collins,"The speaker criticizes the blame placed on farmers for water contamination, arguing that sewage treatment issues are the primary culprit.",Oppose,Dail Eireann,Deputy (TD),Dail Eireann 001,"Dail Eireann 001, Deputy (TD)",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf76a,Senator Paul Daly,The speaker expresses frustration over the delay in testing and the lack of immediate recognition for farmers' efforts in reducing emissions and using nitrogen efficiently.,Oppose,Fianna Fáil,Senator,Political Party 002,"Political Party 002, Senator",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf76b,Senator Paul Daly,The speaker expresses frustration over the delay in testing and the lack of immediate recognition for farmers' efforts in reducing emissions and using nitrogen efficiently.,Oppose,Seanad Eireann,Senator,Seanad Eireann 001,"Seanad Eireann 001, Senator",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf76c,Senator Paul Daly,The speaker expresses frustration over the delay in testing and the lack of immediate recognition for farmers' efforts in reducing emissions and using nitrogen efficiently.,Oppose,Fianna Fáil,Senator,Political Party 002,"Political Party 002, Senator",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf76d,Senator Paul Daly,The speaker expresses frustration over the delay in testing and the lack of immediate recognition for farmers' efforts in reducing emissions and using nitrogen efficiently.,Oppose,Seanad Eireann,Senator,Seanad Eireann 001,"Seanad Eireann 001, Senator",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf76e,Mr. David Flynn,The speaker acknowledges the impact of nitrates and emphasizes the need for controlled load application in farming practices.,Support,Dairygold Co Operative Society Limited,Chairman,Processors 004,"Processors 004, Chairman",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf76f,Deputy Danny Healy-Rae,The speaker expresses concern over the lack of investment in treatment plants and the impact of urban sewage on water quality.,Oppose,Dail Eireann,Deputy (TD),Dail Eireann 001,"Dail Eireann 001, Deputy (TD)",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf770,Deputy Danny Healy-Rae,"The speaker expresses concern over the lack of investment in treatment plants, highlighting its impact on local communities and farmers.",Oppose,Dail Eireann,Deputy (TD),Dail Eireann 001,"Dail Eireann 001, Deputy (TD)",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf771,Senator Victor Boyhan,The speaker acknowledges the importance of viable alternatives in agriculture and food production but indicates there is still much work to be done.,Neutral,Seanad Eireann,Senator,Seanad Eireann 001,"Seanad Eireann 001, Senator",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf772,Senator Victor Boyhan,The speaker acknowledges the importance of viable alternatives in agriculture and food production but indicates there is still much work to be done.,Neutral,Seanad Eireann,Senator,Seanad Eireann 001,"Seanad Eireann 001, Senator",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf773,Senator Victor Boyhan,The speaker acknowledges the importance of viable alternatives in agriculture and food production.,Neutral,Seanad Eireann,Senator,Seanad Eireann 001,"Seanad Eireann 001, Senator",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf774,Senator Victor Boyhan,The speaker acknowledges the importance of viable alternatives in agriculture and food production.,Neutral,Seanad Eireann,Senator,Seanad Eireann 001,"Seanad Eireann 001, Senator",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf775,Mr. Fintan Kelly,The speaker emphasizes the importance of peatlands in carbon sequestration and the need for restoration to achieve net-zero emissions.,Support,National Dairy Council,Nutritionist,Trade Association 022,"Trade Association 022, Nutritionist",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf776,Mr. Fintan Kelly,The speaker emphasizes the importance of peatlands for carbon sequestration and highlights the need for restoration to achieve net-zero emissions.,Support,National Dairy Council,Nutritionist,Trade Association 022,"Trade Association 022, Nutritionist",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf777,Deputy Jennifer Whitmore,Support for rural and farming communities is essential and requires financial support and consultation.,Support,Social Democrats,"Spokesperson on Climate Action, Communications Networks and Transport",Political Party 010,"Political Party 010, Spokesperson on Climate Action, Communications Networks and Transport",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf778,Deputy Jennifer Whitmore,Support for rural and farming communities is essential for making necessary changes.,Support,Social Democrats,"Spokesperson on Climate Action, Communications Networks and Transport",Political Party 010,"Political Party 010, Spokesperson on Climate Action, Communications Networks and Transport",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf779,Deputy Jennifer Whitmore,Support for rural and farming communities is essential and requires financial backing and consultation.,Support,Social Democrats,"Spokesperson on Climate Action, Communications Networks and Transport",Political Party 010,"Political Party 010, Spokesperson on Climate Action, Communications Networks and Transport",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf77a,Mr. Micheál McDonnell,The speaker emphasizes the need for a broader approach to carbon management that considers potential negative impacts on other systems.,Neutral,Irish Creamery Milk Suppliers Association,General Secretary,Trade Association 011,"Trade Association 011, General Secretary",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf77b,Mr. Micheál McDonnell,The speaker emphasizes the need for a broad approach to carbon management that considers social impacts and avoids negative consequences on other systems.,Support,Irish Creamery Milk Suppliers Association,General Secretary,Trade Association 011,"Trade Association 011, General Secretary",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf77c,Deputy Richard Bruton,The speaker believes that current carbon reward measures in Ireland are insufficient and emphasizes the need for more proactive and scalable solutions rather than a voluntary and fully compensated approach.,Oppose,Fine Gael,Deputy (TD),Political Party 003,"Political Party 003, Deputy (TD)",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf77d,Deputy Richard Bruton,"The speaker believes that while there are small-scale initiatives for carbon rewards in Ireland, a more proactive approach is needed rather than relying solely on voluntary measures and full compensation.",Oppose,Fine Gael,Deputy (TD),Political Party 003,"Political Party 003, Deputy (TD)",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf77e,Dr. Elaine McGoff,The speaker emphasizes the importance of multi-stakeholder forums to address water quality issues collaboratively.,Support,An Taisce  The National Trust for Ireland,Natural Environment Officer,NGO 002,"NGO 002, Natural Environment Officer",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf77f,Ms Geraldine ’Sullivan,"The speaker acknowledges the relationship between biodiversity and carbon, emphasizing the potential benefits of improved nature health on carbon sequestration.",Support,Irish Environmental Network,Biodiversity Officer,NGO 017,"NGO 017, Biodiversity Officer",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf780,Mr. Tadhg Buckley,The speaker acknowledges the evolving nature of emissions science but emphasizes the need for farmers to ensure their long-term economic viability.,Neutral,AIB,Head of Agriculture,Telecommunications and Financial Services 001,"Telecommunications and Financial Services 001, Head of Agriculture",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf781,Mr. Vincent Roddy,The speaker emphasizes the need for trust and recognition of financial hardships in rural development initiatives.,Neutral,National Hill Farmers Association,Chairman,Trade Association 023,"Trade Association 023, Chairman",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf782,Mr. Vincent Roddy,The speaker expresses concern about the impact of policy decisions on farmers and emphasizes the need for trust in rural development initiatives.,Neutral,National Hill Farmers Association,Chairman,Trade Association 023,"Trade Association 023, Chairman",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf783,Mr. Vincent Roddy,The speaker expresses concern about the impact of policy decisions on farmers' trust and financial hardship in rural development.,Oppose,National Hill Farmers Association,Chairman,Trade Association 023,"Trade Association 023, Chairman",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf784,Mr. Vincent Roddy,The speaker highlights the importance of trust and support for farmers in rural development initiatives.,Support,National Hill Farmers Association,Chairman,Trade Association 023,"Trade Association 023, Chairman",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf785,Mr. Micheál McDonnell,The speaker acknowledges the potential for income through carbon farming but emphasizes the need for farmer consent and trust in implementing changes.,Neutral,Irish Creamery Milk Suppliers Association,General Secretary,Trade Association 011,"Trade Association 011, General Secretary",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf786,Ms Sadhbh ’Neill,The speaker acknowledges the importance of distinguishing between avoided emissions and removals in carbon management.,Neutral,Stop Climate Chaos Coalition,Policy Coordinator ,NGO 025,"NGO 025, Policy Coordinator ",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf787,Ms Geraldine ’Sullivan,The speaker acknowledges improvements in water quality due to nitrate action plans but emphasizes the complexity of factors affecting it.,Neutral,Irish Environmental Network,Biodiversity Officer,NGO 017,"NGO 017, Biodiversity Officer",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf788,Dr. Elaine McGoff,"The speaker believes that water quality is declining, with significant increases in nitrate and phosphate pollution.",Oppose,An Taisce  The National Trust for Ireland,Natural Environment Officer,NGO 002,"NGO 002, Natural Environment Officer",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf789,Senator Timmy Dooley,"The speaker values dialogue between farmers and environmentalists, recognizing the importance of community engagement in addressing agricultural challenges.",Support,Seanad Eireann,Senator,Seanad Eireann 001,"Seanad Eireann 001, Senator",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf78a,Senator Timmy Dooley,The speaker emphasizes the importance of dialogue and understanding between farmers and environmentalists to foster community relations.,Support,Seanad Eireann,Senator,Seanad Eireann 001,"Seanad Eireann 001, Senator",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf78b,Senator Timmy Dooley,The speaker emphasizes the importance of dialogue and understanding between farmers and environmentalists to foster community relations.,Neutral,Seanad Eireann,Senator,Seanad Eireann 001,"Seanad Eireann 001, Senator",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf78c,Mr. Tadhg Buckley,"The speaker emphasizes the importance of a collaborative approach to sustainability that includes farmer consent and considers environmental, economic, and social aspects.",Support,AIB,Head of Agriculture,Telecommunications and Financial Services 001,"Telecommunications and Financial Services 001, Head of Agriculture",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf78d,Mr. Tadhg Buckley,The speaker emphasizes the importance of a collaborative approach to sustainability that involves farmer consent.,Support,AIB,Head of Agriculture,Telecommunications and Financial Services 001,"Telecommunications and Financial Services 001, Head of Agriculture",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf78e,Ms Sadhbh ’Neill,The speaker emphasizes the urgent need to reduce carbon emissions by at least 50% by 2030 and accelerate efforts in carbon sequestration within agriculture and land use.,Support,Stop Climate Chaos Coalition,Policy Coordinator ,NGO 025,"NGO 025, Policy Coordinator ",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf78f,Senator Lynn Boylan,The speaker advocates for the restoration of natural environments as a carbon sink and emphasizes the importance of transparency in discussions about carbon-related initiatives.,Support,Sinn Féin,Senator,Political Party 009,"Political Party 009, Senator",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf790,Senator Lynn Boylan,The speaker advocates for the restoration of natural environments as a carbon sink and emphasizes the importance of transparency in discussions about carbon-related initiatives.,Support,Sinn Féin,Senator,Political Party 009,"Political Party 009, Senator",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf791,Deputy Christopher ’Sullivan,The speaker emphasizes the importance of improving water quality while maintaining a viable dairy industry.,Support,Dail Eireann,Deputy (TD),Dail Eireann 001,"Dail Eireann 001, Deputy (TD)",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf792,Deputy Christopher ’Sullivan,The speaker expresses concern that current agricultural practices and pressures are negatively impacting biodiversity.,Oppose,Dail Eireann,Deputy (TD),Dail Eireann 001,"Dail Eireann 001, Deputy (TD)",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf793,Deputy Christopher ’Sullivan,"The speaker expresses concern that current agricultural practices negatively impact biodiversity by favoring larger, intensive farms over sustainable, smaller operations.",Oppose,Dail Eireann,Deputy (TD),Dail Eireann 001,"Dail Eireann 001, Deputy (TD)",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf794,Professor Mark Scott,The speaker emphasizes the necessity of reducing emissions and addressing biodiversity loss as key obligations.,Support,University College Dublin,"Professor in the School of Architecture, Planning and Environmental Policy",Research and Regulatory 092,"Research and Regulatory 092, Professor in the School of Architecture, Planning and Environmental Policy",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf795,Professor Mark Scott,The speaker emphasizes the necessity of reducing emissions and addressing biodiversity loss as part of environmental policy.,Support,University College Dublin,"Professor in the School of Architecture, Planning and Environmental Policy",Research and Regulatory 092,"Research and Regulatory 092, Professor in the School of Architecture, Planning and Environmental Policy",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf796,Dr. Eimear Cotter,The speaker emphasizes the importance of improving water quality for aquatic ecosystems.,Support,Sustainable Energy Authority of Ireland,Director of Low Carbon Technologies,Semi-state agency  011,"Semi-state agency  011, Director of Low Carbon Technologies",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf797,Dr. Eimear Cotter,"The agricultural sector has expanded at the expense of the environment, particularly concerning greenhouse gas emissions.",Oppose,Sustainable Energy Authority of Ireland,Director of Low Carbon Technologies,Semi-state agency  011,"Semi-state agency  011, Director of Low Carbon Technologies",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf798,Mr. Bill Callanan,"The speaker emphasizes the importance of sustainability as a key focus in agriculture, highlighting its environmental, social, and economic viability.",Support,"Department of Agriculture, Food and the Marine",Chief Inspector,"Department of Agriculture, Food and the Marine 004","Department of Agriculture, Food and the Marine 004, Chief Inspector",2025-06-11T21:50:31.061Z
6849ec1728a615fc0c4cf799,Mr. Bill Callanan,The speaker supports the development of a robust framework for carbon farming and acknowledges the need for regulatory processes to ensure market confidence in carbon-related opportunities.,Support,"Department of Agriculture, Food and the Marine",Chief Inspector,"Department of Agriculture, Food and the Marine 004","Department of Agriculture, Food and the Marine 004, Chief Inspector",2025-06-11T21:50:31.061Z
